Time,Observation,Reward,Action
20180926-150007,"[0.00488759 0.00488759 0.00488759 0.00782014 0.         0.
 0.00195503 0.00391007 0.00488759 0.00488759 0.00488759 0.00782014
 0.         0.         0.00195503 0.00391007 0.00097752 0.00684262
 0.01173021 0.00879765 0.         0.         0.00293255 0.00293255
 0.00097752 0.00391007 0.00782014 0.02150538 0.         0.
 0.         0.00293255 0.00293255 0.0058651  0.00195503 0.00977517
 0.         0.         0.00195503 0.00391007]",0.15444770283479958,"[-0.9999999  -0.99163806  0.9999998   0.99999976 -0.99999493 -0.9974615
  0.99591845  0.99995965  0.99158293  1.         -1.         -0.99777764
  0.9996203   0.87648636 -0.99785835  0.9976409   0.9999993  -0.99849254
  0.9981329   0.98685825  1.         -0.9967798  -0.9837741   0.995982
  0.97957045 -0.99927384  0.99905205  0.9862593  -0.997653   -0.9835461
 -0.9992496   0.99999976  0.99999994  0.9978188   0.9999998  -0.99999905
  0.99922645 -0.983227   -0.99988717 -0.9943207   0.99625295 -0.9999998
  0.9967243  -0.9916723  -0.9999999  -0.9927164  -1.         -1.
  0.9992523   0.99207264  0.9949421   0.99869835  0.9966475   1.
 -0.99616367  0.9983677  -0.9999989  -0.9987443   0.96929246 -0.99619263
  0.99899554 -0.8097271  -0.99999994  0.99995154]"
20180926-150028,"[0.00488759 0.         0.00684262 0.01173021 0.         0.
 0.         0.00684262 0.         0.         0.02052786 0.03128055
 0.         0.         0.         0.00097752 0.0058651  0.
 0.00977517 0.01173021 0.         0.         0.00293255 0.00488759
 0.00977517 0.00293255 0.02346041 0.02541544 0.         0.
 0.01955034 0.02052786 0.00977517 0.00293255 0.02346041 0.02541544
 0.         0.         0.01955034 0.02052786]",0.3216031280547409,"[-0.7139691   0.47226596 -0.00601966  0.02312519  0.35683483 -0.37284198
  0.7315316  -0.6102983   0.9267616   0.22364031 -0.21464069  0.15127182
 -0.3113843   0.92239875 -0.734321    0.84468573  0.42450735  0.41326216
  0.9763727   0.81195223 -0.70376784 -0.5516297  -0.47598696 -0.3785924
  0.8509398   0.40268514  0.9868534   0.878958    0.9242248   0.60213196
  0.88743293  0.9662324   0.5101705  -0.59770787  0.887378   -0.96909845
 -0.31516647 -0.73364174 -0.32140192 -0.5537475   0.3984423   0.4853506
 -0.32884994 -0.12630871 -0.01132652  0.6454895   0.53870296 -0.09945022
  0.18016392 -0.92502457 -0.10564471  0.13657667 -0.90119773  0.8167723
  0.456436    0.30721113 -0.70700526 -0.532824    0.39057165 -0.7451267
  0.8748867   0.01306612 -0.30936846  0.37561136]"
20180926-150041,"[0.00195503 0.01270772 0.00684262 0.00879765 0.         0.
 0.         0.         0.         0.00488759 0.00684262 0.00879765
 0.         0.         0.         0.         0.         0.00488759
 0.03616813 0.03519062 0.         0.         0.         0.
 0.         0.         0.02737048 0.03616813 0.         0.
 0.00195503 0.         0.00488759 0.00195503 0.02737048 0.03616813
 0.         0.         0.01173021 0.00782014]",0.28250244379276634,"[-1.         -0.9957249   0.99999994  0.9999998  -0.99999636 -0.99702233
  0.99408656  0.9999655   0.9924068   0.99999994 -0.9999998  -0.9952733
  0.99963397  0.90754473 -0.99791986  0.99702054  0.9999993  -0.9983717
  0.9973282   0.992423    0.99999994 -0.9955932  -0.9812353   0.9950435
  0.9832687  -0.9993578   0.9993519   0.9888758  -0.9983962  -0.9835368
 -0.9992811   0.9999992   1.          0.99831116  0.9999999  -0.99999964
  0.99868137 -0.98202616 -0.99995524 -0.99606246  0.9964174  -0.9999999
  0.9969225  -0.9942887  -0.9999999  -0.9902005  -1.         -1.
  0.99959064  0.99579304  0.99749726  0.99824816  0.99723876  0.9999998
 -0.99471265  0.998664   -0.9999988  -0.99819136  0.9856353  -0.9977095
  0.9992976  -0.8258253  -0.9999998   0.99996835]"
20180926-150044,"[0.00879765 0.00195503 0.00782014 0.01173021 0.         0.
 0.0058651  0.00977517 0.00879765 0.00195503 0.00782014 0.01173021
 0.         0.         0.0058651  0.00977517 0.00782014 0.
 0.00879765 0.02639296 0.         0.         0.00391007 0.00195503
 0.00782014 0.         0.00879765 0.02639296 0.         0.
 0.01368524 0.00977517 0.00782014 0.         0.00879765 0.02639296
 0.         0.         0.01368524 0.00977517]",0.273704789833822,"[ 0.4429794   0.42394635 -0.69260985 -0.58256733 -0.15727127  0.42282265
  0.3622433  -0.18443654 -0.4797331   0.2318039  -0.01912406 -0.77606624
 -0.2995817  -0.07110026  0.8575551   0.6479696   0.59801686 -0.24629658
  0.7837745   0.9420103   0.27929887 -0.43771836 -0.38649872 -0.5853407
 -0.39249653 -0.22657116  0.02767581  0.58300334 -0.1370961  -0.2732495
  0.75251335 -0.13029468  0.80450255 -0.09415361  0.6821622   0.7619729
  0.7737999  -0.82205063 -0.19617464  0.49968255  0.8571022  -0.07236284
  0.7103941  -0.55680585  0.00778069 -0.45289776  0.2085468  -0.4046455
 -0.36922872 -0.12283242 -0.69147927 -0.16494715 -0.15622082  0.3840338
 -0.86301255 -0.03427914  0.21657069 -0.08328459  0.70951575  0.46974954
  0.3866363  -0.03031754 -0.39102167  0.42559507]"
20180926-150045,"[0.00782014 0.         0.00879765 0.02639296 0.         0.
 0.01368524 0.00977517 0.00782014 0.         0.00879765 0.02639296
 0.         0.         0.01368524 0.00977517 0.00782014 0.
 0.00879765 0.02639296 0.         0.         0.01368524 0.00977517
 0.00782014 0.         0.00879765 0.02639296 0.         0.
 0.01368524 0.00977517 0.00195503 0.00782014 0.01955034 0.01661779
 0.         0.         0.00488759 0.00391007]",0.32062561094819153,"[-0.9999998  -0.98947394  1.          0.99999976 -0.99999833 -0.9984232
  0.9963619   0.9999742   0.99109614  1.         -0.99999994 -0.9979835
  0.99956644  0.8459377  -0.99859416  0.99844617  0.99999976 -0.99867916
  0.99717927  0.991232    1.         -0.99483335 -0.98931384  0.99676317
  0.98538166 -0.99915797  0.9992887   0.98467517 -0.9979974  -0.99122316
 -0.99950796  0.9999999   1.          0.9979141   1.         -0.9999997
  0.99915415 -0.9787937  -0.9999161  -0.99555594  0.9976373  -0.9999998
  0.9955486  -0.99334747 -0.99999994 -0.9929179  -1.         -1.
  0.99927044  0.9932273   0.9966746   0.99848205  0.9972579   0.99999994
 -0.9980914   0.99898314 -0.9999995  -0.9982708   0.97637755 -0.9984236
  0.9993097  -0.7797506  -1.          0.9999834 ]"
20180926-150046,"[0.         0.         0.02346041 0.03519062 0.         0.
 0.00488759 0.02052786 0.         0.         0.02346041 0.03519062
 0.         0.         0.00488759 0.02052786 0.         0.
 0.02346041 0.03519062 0.         0.         0.00488759 0.02052786
 0.         0.         0.02346041 0.03519062 0.         0.
 0.00488759 0.02052786 0.         0.         0.02346041 0.03519062
 0.         0.         0.00488759 0.02052786]",0.42033235581622674,"[ 0.99706197  0.03426454 -0.7882178  -0.81072634  0.74940604 -0.72135395
  0.93113744  0.8153015  -0.93244165  0.22606519  0.85843223  0.05908929
  0.907726    0.9672597  -0.12350046  0.57758754 -0.24382518  0.33060148
  0.7350459  -0.9688037   0.5001172   0.8760457   0.44232675  0.49659988
  0.4007074   0.28865153 -0.61033034  0.8804311   0.29093465  0.7925089
 -0.9643933   0.7120565   0.04193011  0.03991314 -0.5623564   0.45570827
 -0.4755477   0.9473229  -0.85430086  0.8020887   0.03834099  0.65314054
  0.26276645 -0.28404105  0.71505564  0.42178297 -0.35836467 -0.6890891
 -0.18579553 -0.04596933  0.780782    0.7069191  -0.91638273  0.99475026
  0.03116263 -0.51268494  0.58007395  0.08087257  0.01387762  0.4792057
 -0.7575025  -0.85031235 -0.4986737   0.9827268 ]"
20180926-150047,"[0.         0.         0.02346041 0.03519062 0.         0.
 0.00488759 0.02052786 0.         0.         0.02346041 0.03519062
 0.         0.         0.00488759 0.02052786 0.00097752 0.00097752
 0.00391007 0.01466276 0.         0.         0.0058651  0.01173021
 0.00391007 0.         0.01075269 0.01564027 0.         0.
 0.01270772 0.00097752 0.00391007 0.00879765 0.01173021 0.01368524
 0.         0.         0.00097752 0.00391007]",0.2932551319648093,"[-0.99999994 -0.9904346   0.9999998   0.9999998  -0.9999977  -0.9974146
  0.9969934   0.9999732   0.9898024   1.         -1.         -0.9984844
  0.9997331   0.8594825  -0.9981285   0.99865794  0.9999997  -0.9991566
  0.9977868   0.9875852   0.9999998  -0.9962523  -0.98596114  0.9972326
  0.982782   -0.9994073   0.99946487  0.98678344 -0.99781966 -0.9885763
 -0.999465    1.          1.          0.99787563  1.         -0.9999994
  0.99958336 -0.98030865 -0.99992216 -0.9955855   0.99761605 -0.9999998
  0.99683565 -0.99158925 -0.99999994 -0.9946193  -1.         -1.
  0.99948853  0.9925038   0.9960688   0.999016    0.9972652   1.
 -0.9971824   0.9987176  -0.99999964 -0.9989171   0.9775454  -0.99746305
  0.9990746  -0.83580726 -1.          0.99996716]"
20180926-150047,"[0.00293255 0.01075269 0.00391007 0.00879765 0.         0.
 0.00684262 0.0058651  0.00293255 0.01075269 0.00391007 0.00879765
 0.         0.         0.00684262 0.0058651  0.00293255 0.01075269
 0.00391007 0.00879765 0.         0.         0.00684262 0.0058651
 0.00293255 0.01075269 0.00391007 0.00879765 0.         0.
 0.00684262 0.0058651  0.00293255 0.01075269 0.00391007 0.00879765
 0.         0.         0.00684262 0.0058651 ]",0.19550342130987286,"[-0.81317264  0.7194214  -0.74357915 -0.18033436  0.18064107  0.07126595
 -0.58922344 -0.68955016 -0.31579378  0.88307744 -0.6169273   0.9485116
  0.22446372  0.11166512 -0.01221339  0.48809323  0.16186762 -0.5745969
  0.4574672  -0.6265015   0.9748483   0.71440226 -0.8506014   0.05920014
  0.8984047  -0.2208865   0.08798592  0.82282466  0.304075   -0.22885217
 -0.25541708 -0.77380604  0.01498782  0.7905244   0.7728938   0.16639338
  0.6293577  -0.8419077   0.5758435   0.24726048 -0.02476376  0.33919552
 -0.32919252 -0.21051112 -0.87873536 -0.66391814 -0.20592338  0.10657658
 -0.22954938 -0.246132    0.4608448   0.6439648  -0.03801511  0.38547373
  0.22953911  0.99667275 -0.36335596  0.88396907 -0.47094294  0.5840803
  0.6704702  -0.20111245 -0.9669459   0.15586083]"
20180926-150048,"[0.00977517 0.01075269 0.00488759 0.00879765 0.         0.
 0.01857283 0.00097752 0.00195503 0.00391007 0.00977517 0.00782014
 0.         0.         0.01857283 0.00097752 0.00293255 0.00879765
 0.00977517 0.00782014 0.         0.         0.00488759 0.02541544
 0.00293255 0.00879765 0.00782014 0.01759531 0.         0.
 0.00488759 0.00097752 0.00195503 0.         0.00488759 0.01173021
 0.         0.         0.00391007 0.00195503]",0.2238514173998045,"[-0.9999998  -0.99301547  1.          0.99999976 -0.99999774 -0.9983957
  0.99617195  0.99997187  0.99371     1.         -1.         -0.9982226
  0.99966884  0.87926614 -0.9987289   0.99811333  0.9999997  -0.9986579
  0.9985013   0.99084836  1.         -0.9969644  -0.98833656  0.9966449
  0.9850247  -0.9993554   0.9993022   0.98809797 -0.9981978  -0.9884364
 -0.9994692   0.99999976  1.          0.9982486   0.9999998  -0.99999964
  0.9992584  -0.9850166  -0.9999118  -0.99568355  0.9972852  -0.9999998
  0.9972478  -0.99370974 -0.99999994 -0.9935251  -1.         -1.
  0.9993347   0.99401027  0.9968158   0.9988648   0.99758434  1.
 -0.99762523  0.99902344 -0.99999946 -0.99886113  0.97681683 -0.9974564
  0.99938154 -0.7828863  -1.          0.99997795]"
20180926-150049,"[0.00391007 0.0058651  0.01368524 0.01368524 0.         0.
 0.00488759 0.00782014 0.00391007 0.0058651  0.01368524 0.01368524
 0.         0.         0.00488759 0.00782014 0.00391007 0.0058651
 0.01368524 0.01368524 0.         0.         0.00488759 0.00782014
 0.00391007 0.0058651  0.01368524 0.01368524 0.         0.
 0.00488759 0.00782014 0.00391007 0.0058651  0.01368524 0.01368524
 0.         0.         0.00488759 0.00782014]",0.24926686217008787,"[-1.         -0.9929004   1.          0.99999976 -0.9999971  -0.99794054
  0.99618113  0.9999709   0.99274427  1.         -0.99999994 -0.9978317
  0.9996775   0.88323146 -0.99825907  0.9979871   0.9999995  -0.99874604
  0.9981598   0.99013215  0.99999994 -0.9968112  -0.9859812   0.9965125
  0.9831866  -0.9994059   0.99934995  0.98860055 -0.99808484 -0.98709905
 -0.9993971   0.9999998   1.          0.9982564   0.99999994 -0.9999995
  0.9993232  -0.98388976 -0.9999239  -0.99566734  0.9970051  -0.99999976
  0.9971341  -0.99274534 -0.9999998  -0.99306035 -1.         -1.
  0.9994671   0.9941599   0.99680144  0.9988117   0.997469    0.99999994
 -0.996817    0.99878484 -0.9999994  -0.99881005  0.9788436  -0.9972708
  0.99928874 -0.81977373 -1.          0.99996924]"
