,IR1-1,IR1-2,IR2-1,IR2-2,IR3-1,IR3-2,IR4-1,IR4-2,IR5-1,IR5-2,IR6-1,IR6-2,IR7-1,IR7-2,IR8-1,IR8-2,IR9-1,IR9-2,IR10-1,IR10-2,IR11-1,IR11-2,IR12-1,IR12-2
0,0.0009775171065493646,0.0009775171065493646,0.0029325513196480943,0.08895405669599217,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0009775171065493646,0.036168132942326486,0.09579667644183773,0.0009775171065493646,0.0,0.0,0.0009775171065493646,0.0039100684261974585,0.0009775171065493646,0.0009775171065493646
1,0.0009775171065493646,0.0009775171065493646,0.0,0.06158357771260998,0.3118279569892473,0.0,0.0,0.0,0.0058651026392961885,0.001955034213098729,0.0058651026392961885,0.006842619745845552,0.013685239491691105,0.030303030303030307,0.0009775171065493646,0.001955034213098729,0.07917888563049852,0.0009775171065493646,0.0,0.001955034213098729,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646
0,0.0009775171065493646,0.0009775171065493646,0.001955034213098729,0.08113391984359726,0.3128054740957967,0.001955034213098729,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646
0,0.0009775171065493646,0.0009775171065493646,0.0039100684261974585,0.08406647116324535,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646
0,0.0009775171065493646,0.0009775171065493646,0.004887585532746823,0.022482893450635387,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646
0,0.0009775171065493646,0.0009775171065493646,0.011730205278592377,0.4965786901270772,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.3020527859237537,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646
0,0.0009775171065493646,0.0009775171065493646,0.00879765395894428,0.4232649071358749,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.260019550342131,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646
0,0.0009775171065493646,0.0009775171065493646,0.001955034213098729,0.4525904203323558,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.2785923753665689,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646
0,0.0009775171065493646,0.0009775171065493646,0.006842619745845552,0.4946236559139785,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.3020527859237537,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646
0,0.0009775171065493646,0.0009775171065493646,0.0,0.47702834799609,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0,0.0,0.40078201368523947,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646
0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0,0.0,0.0,0.0,0.270772238514174,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.05474095796676442
0,0.0009775171065493646,0.0009775171065493646,0.004887585532746823,0.0,0.0009775171065493646,0.001955034213098729,0.0,0.0,0.0009775171065493646,0.0009775171065493646,0.0,0.0,0.0009775171065493646,0.0,0.0,0.0,0.26881720430107525,0.0,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.0009775171065493646,0.05669599217986315
