Time,Observation,Reward,Action
20180927-150010,"[0.33822092 0.         0.00488759 0.00195503 0.00293255 0.00195503
 0.00097752 0.00391007 0.3431085  0.00097752 0.00195503 0.00488759
 0.0058651  0.00488759 0.00097752 0.00391007 0.33919844 0.00097752
 0.00879765 0.00684262 0.00293255 0.01270772 0.00391007 0.00879765
 0.33919844 0.         0.00097752 0.00488759 0.00293255 0.00195503
 0.00782014 0.01759531 0.33822092 0.         0.00684262 0.00097752
 0.00097752 0.00293255 0.01564027 0.01075269]",1.8572825024437924,"[ 0.92978525 -0.8676927  -0.5477078   0.28227684 -0.8177531   0.40748546
  0.18140937  0.8065775  -0.3138779   0.94079834  0.03018945 -0.3663837
 -0.6424752   0.70011723 -0.50818074 -0.43815404 -0.11914106 -0.1692892
  0.81745857 -0.20094208  0.23695558 -0.7351617   0.37380224 -0.15319015
  0.1468572  -0.7525239   0.49216667  0.8423953  -0.49731144  0.17420676
 -0.17819671  0.94722134 -0.90421957 -0.75523674 -0.2477358   0.9659403
  0.24404705 -0.9575931  -0.3626607   0.6780243   0.0788065  -0.9334755
 -0.06941635  0.9507709  -0.23954417  0.45756695  0.8023081   0.19418311
 -0.11704619  0.96591854 -0.11809362 -0.02240629 -0.5878168   0.15290037
 -0.10690086 -0.4840186  -0.79429173  0.23993085 -0.203267   -0.38922182
  0.91345865 -0.601521    0.24513963 -0.34047788]"
20180927-150035,"[0.36168133 0.00097752 0.0058651  0.00195503 0.00782014 0.00195503
 0.00488759 0.00391007 0.33626588 0.         0.00097752 0.00097752
 0.00977517 0.00097752 0.00097752 0.00097752 0.33626588 0.
 0.00097752 0.00097752 0.00977517 0.00097752 0.00097752 0.00097752
 0.35874878 0.01564027 0.00097752 0.00097752 0.00488759 0.00097752
 0.01173021 0.00782014 0.34799609 0.00488759 0.00097752 0.00293255
 0.00097752 0.00097752 0.00097752 0.00097752]",1.8533724340175954,"[-0.99999833  1.         -0.99994093  0.99994427  0.99999917 -0.9999977
  1.          0.9999792   1.          0.9999469   0.9999989  -0.9999112
  0.9999999  -1.          0.99999946 -0.9999992   0.9999947  -1.
  0.99999756 -0.9999994   0.9999998   0.9999995  -1.          0.9999977
 -0.9999583   1.          0.99998    -0.9999819   0.99999964 -0.9999994
  0.9999999  -1.          0.99999976 -0.99999994  0.99999887 -1.
  0.9999994   1.          0.99995095 -0.99999976 -0.99998516  0.99999917
 -1.         -1.         -0.99995583  1.          0.99999976 -0.9999317
  0.9999988  -1.          0.99987084 -0.9999998  -1.         -0.9999999
 -0.9999998   0.99975556  1.          1.         -1.          0.999995
  1.         -1.          0.9999996  -1.        ]"
20180927-150037,"[0.33626588 0.         0.00097752 0.00097752 0.00684262 0.00097752
 0.00488759 0.00195503 0.3372434  0.00097752 0.00488759 0.0058651
 0.00684262 0.00097752 0.00488759 0.00195503 0.34701857 0.01368524
 0.00097752 0.00097752 0.01466276 0.00488759 0.00097752 0.00097752
 0.36754643 0.02248289 0.00097752 0.00097752 0.0058651  0.01368524
 0.00879765 0.00195503 0.33822092 0.00097752 0.00097752 0.00097752
 0.01661779 0.01466276 0.00097752 0.00097752]",1.8973607038123166,"[-0.99999875  1.         -0.999947    0.99993706  0.99999917 -0.99999785
  1.          0.99998254  0.9999998   0.9999368   0.9999987  -0.9999129
  0.9999999  -1.          0.9999996  -0.99999917  0.9999956  -0.9999998
  0.99999756 -0.9999995   0.99999994  0.9999997  -0.99999994  0.9999978
 -0.9999537   1.          0.99998075 -0.9999856   0.9999997  -0.9999995
  0.9999999  -1.          0.9999998  -0.99999994  0.9999988  -1.
  0.9999996   1.          0.99995375 -0.99999994 -0.99998605  0.99999905
 -1.         -1.         -0.99996287  1.          0.9999998  -0.999934
  0.9999991  -1.          0.9998455  -0.99999976 -1.         -0.9999997
 -0.99999964  0.9997493   1.          1.         -1.          0.99999547
  1.         -1.          0.99999934 -1.        ]"
20180927-150039,"[0.35777126 0.02150538 0.00977517 0.00391007 0.00977517 0.00684262
 0.00097752 0.00195503 0.35777126 0.02150538 0.00977517 0.00391007
 0.00977517 0.00684262 0.00097752 0.00195503 0.35483871 0.01075269
 0.00879765 0.00684262 0.00977517 0.00879765 0.00097752 0.00097752
 0.35288368 0.01759531 0.00782014 0.00879765 0.00684262 0.00782014
 0.00977517 0.01075269 0.34115347 0.00293255 0.00293255 0.00782014
 0.00488759 0.00195503 0.00097752 0.00391007]",2.01564027370479,"[-0.99999875  1.         -0.9999618   0.9999625   0.9999995  -0.9999979
  1.          0.99998486  0.9999999   0.9999607   0.9999992  -0.9999384
  0.9999999  -1.          0.99999964 -0.9999995   0.99999595 -0.99999994
  0.9999987  -0.9999995   1.          0.9999997  -1.          0.9999986
 -0.99996823  1.          0.99998695 -0.99998385  0.9999998  -0.9999995
  0.9999998  -1.          0.99999976 -1.          0.9999993  -1.
  0.99999964  1.          0.9999535  -0.9999999  -0.99998957  0.9999994
 -1.         -1.         -0.99997336  1.          0.99999976 -0.9999531
  0.9999989  -1.          0.9998989  -0.99999994 -1.         -0.99999976
 -0.99999976  0.9998302   1.          0.9999998  -1.          0.99999696
  1.         -1.          0.99999964 -1.        ]"
20180927-150041,"[0.34115347 0.00391007 0.00684262 0.00977517 0.00879765 0.00488759
 0.00195503 0.00097752 0.34604106 0.01270772 0.00879765 0.0058651
 0.01173021 0.00488759 0.0058651  0.00684262 0.36070381 0.00391007
 0.00879765 0.0058651  0.01368524 0.00391007 0.00977517 0.01075269
 0.34017595 0.00782014 0.00097752 0.00293255 0.00684262 0.00293255
 0.00391007 0.00195503 0.34115347 0.00293255 0.00097752 0.00293255
 0.01075269 0.0058651  0.00391007 0.00684262]",1.9413489736070377,"[-0.63449717 -0.2344759  -0.82879776 -0.62716335  0.00272129 -0.18244056
 -0.46258563 -0.6928523   0.8836472  -0.5496077   0.10499312 -0.32159713
 -0.529266   -0.07900385  0.6829703   0.18094634  0.846254   -0.37860137
 -0.90741235 -0.5905056   0.22042716 -0.16858299  0.39159864 -0.0820912
  0.3985462  -0.47664952  0.48131698 -0.9280408  -0.32389745  0.8624443
  0.97844446 -0.9940927   0.55898887  0.3748745   0.58317196 -0.85620356
 -0.3040257  -0.00877265 -0.11530163  0.3642543  -0.22835     0.16079928
  0.6015437  -0.3132102   0.25231886 -0.57013273  0.16921009 -0.01654275
 -0.57493293  0.10424381 -0.93244225 -0.5860573  -0.6528608  -0.9078409
  0.22229874 -0.16016053 -0.3871835  -0.34691697 -0.9058736   0.42330274
  0.41727695 -0.8360088  -0.5986113   0.59328675]"
20180927-150042,"[0.3655914  0.00293255 0.00097752 0.00097752 0.00293255 0.00097752
 0.0058651  0.0058651  0.34017595 0.00293255 0.01661779 0.00879765
 0.00391007 0.00782014 0.01075269 0.01759531 0.3372434  0.00097752
 0.01661779 0.00879765 0.01075269 0.01270772 0.00097752 0.00782014
 0.3372434  0.00097752 0.00879765 0.02248289 0.01075269 0.01270772
 0.00097752 0.00782014 0.3431085  0.00097752 0.01173021 0.00684262
 0.00391007 0.00195503 0.02150538 0.02541544]",2.0078201368523945,"[-0.9999989   1.         -0.9999515   0.9999618   0.9999994  -0.99999785
  1.          0.9999825   0.99999976  0.9999531   0.9999991  -0.9999434
  1.         -1.          0.9999995  -0.99999934  0.99999475 -1.
  0.99999803 -0.99999964  0.9999998   0.9999997  -0.9999998   0.9999982
 -0.9999649   1.          0.9999809  -0.9999844   0.9999997  -0.99999964
  0.9999998  -1.          0.9999999  -0.9999998   0.9999993  -1.
  0.9999997   1.          0.9999518  -0.9999999  -0.9999884   0.99999917
 -1.         -1.         -0.9999712   1.          0.99999976 -0.99994946
  0.99999875 -1.          0.99990135 -0.99999976 -1.         -0.99999994
 -0.99999994  0.999782    1.          0.9999999  -1.          0.9999961
  1.         -1.          0.9999996  -1.        ]"
20180927-150043,"[0.33919844 0.00097752 0.00097752 0.00195503 0.00097752 0.00097752
 0.00782014 0.00684262 0.33919844 0.00195503 0.01075269 0.01173021
 0.00977517 0.00879765 0.01466276 0.01466276 0.3431085  0.00391007
 0.00097752 0.00097752 0.00293255 0.00488759 0.00391007 0.00195503
 0.36363636 0.01661779 0.00684262 0.00782014 0.00391007 0.00488759
 0.00195503 0.00684262 0.33626588 0.00097752 0.01466276 0.02443793
 0.00782014 0.01368524 0.0058651  0.00097752]",1.9511241446725316,"[-0.9999989   1.         -0.99993163  0.9999639   0.9999995  -0.9999979
  1.          0.999985    0.9999998   0.9999568   0.9999992  -0.99994725
  0.9999998  -1.          0.9999995  -0.9999995   0.99999386 -0.9999998
  0.99999803 -0.9999995   1.          0.9999996  -1.          0.99999774
 -0.9999712   1.          0.9999832  -0.99998057  0.99999964 -0.9999995
  0.9999999  -1.          0.9999998  -0.99999994  0.99999917 -1.
  0.99999964  1.          0.9999559  -0.9999999  -0.99998945  0.9999993
 -1.         -1.         -0.99996394  1.          0.9999999  -0.9999411
  0.99999905 -1.          0.9999163  -0.9999999  -1.         -0.9999999
 -0.99999976  0.99976104  1.          0.99999994 -1.          0.99999654
  1.         -1.          0.99999976 -1.        ]"
20180927-150044,"[0.34115347 0.00488759 0.00293255 0.00488759 0.01270772 0.02346041
 0.00195503 0.00097752 0.35092864 0.00782014 0.01270772 0.01759531
 0.01270772 0.02346041 0.00195503 0.00097752 0.33919844 0.00195503
 0.00097752 0.00097752 0.00879765 0.01075269 0.01173021 0.00879765
 0.34115347 0.         0.01857283 0.00684262 0.01759531 0.01368524
 0.00684262 0.01466276 0.34017595 0.00488759 0.00977517 0.00097752
 0.00488759 0.00293255 0.00684262 0.00391007]",1.9980449657869008,"[ 0.32939318  0.7900185   0.21461539 -0.10313992  0.7539665  -0.63654554
  0.00527377  0.5312341  -0.18551916 -0.5865186   0.3447513  -0.40295264
  0.14428164 -0.9281023  -0.5418802   0.2872982   0.96450406 -0.31503978
  0.6042557   0.7562416  -0.8635529  -0.99989796  0.46022236  0.3964629
  0.67002213  0.08463044 -0.73168755 -0.40301192 -0.69266313  0.5430367
 -0.46091214 -0.83705324  0.43716776 -0.3813071   0.19868517  0.41954672
 -0.93924695  0.30273354  0.7843006   0.22282158  0.10464342 -0.50442165
 -0.89982855 -0.63411397 -0.8618826   0.04987974 -0.43863314  0.38190082
  0.8608258   0.26905295 -0.39583045  0.45075577 -0.7228118  -0.5815457
  0.6119149   0.33832648 -0.65060526  0.5121244   0.33679572  0.31386614
 -0.60208404  0.92593944  0.85242605 -0.1569031 ]"
20180927-150045,"[0.3431085  0.00782014 0.00684262 0.00488759 0.02932551 0.01368524
 0.00684262 0.0058651  0.3431085  0.00782014 0.00684262 0.00488759
 0.02932551 0.01368524 0.00097752 0.00097752 0.3431085  0.
 0.00097752 0.00097752 0.00097752 0.00097752 0.02443793 0.03128055
 0.3431085  0.         0.00097752 0.00097752 0.00097752 0.00097752
 0.028348   0.04203324 0.33919844 0.01270772 0.00977517 0.0058651
 0.00097752 0.00195503 0.028348   0.04203324]",2.086999022482893,"[ 0.7209896  -0.60978806 -0.91717184  0.30767226  0.4129755   0.8364496
 -0.32898244 -0.9179232   0.72801465  0.02968074  0.80352366  0.9317802
 -0.3290021  -0.73537433  0.32485893 -0.75153035  0.7658938   0.5240786
 -0.8032135  -0.01701979 -0.21638477  0.92396355  0.74322015  0.8884184
 -0.8100015   0.7304101  -0.69934565  0.2979306  -0.601195    0.2699129
  0.46463192  0.8126786   0.43858683  0.05704056 -0.6350176   0.09497009
 -0.94287115 -0.08326602  0.95010877  0.1692654  -0.37779823  0.5314167
 -0.3972599  -0.00739461  0.9485245  -0.5487059  -0.12074741  0.835013
  0.04957193  0.42541423 -0.7593631   0.4301459  -0.88337415 -0.0922655
  0.3527726  -0.62709004 -0.39480075  0.172075   -0.2592366  -0.55716854
 -0.7031156  -0.63282543  0.66784585 -0.6567791 ]"
20180927-150046,"[0.34115347 0.00195503 0.00977517 0.00782014 0.00195503 0.00097752
 0.02541544 0.02932551 0.33822092 0.00097752 0.00977517 0.00782014
 0.0058651  0.00195503 0.00391007 0.00097752 0.33822092 0.00097752
 0.00977517 0.00097752 0.0058651  0.00195503 0.00391007 0.00097752
 0.34604106 0.01270772 0.02346041 0.00684262 0.00195503 0.00293255
 0.028348   0.02932551 0.3372434  0.         0.01173021 0.00977517
 0.01661779 0.00684262 0.00097752 0.00097752]",1.9863147605083087,"[-0.99999833  1.         -0.99994016  0.99995     0.99999934 -0.9999982
  1.          0.9999732   0.9999999   0.99995494  0.99999917 -0.9999162
  0.99999976 -1.          0.9999995  -0.99999934  0.99999446 -1.
  0.9999978  -0.99999934  0.99999994  0.99999964 -1.          0.9999978
 -0.9999603   1.          0.9999819  -0.9999807   0.9999999  -0.99999946
  0.99999964 -1.          0.9999997  -0.99999994  0.9999993  -1.
  0.9999997   1.          0.99994475 -1.         -0.9999846   0.9999993
 -1.         -1.         -0.9999549   1.          0.99999976 -0.9999354
  0.9999988  -1.          0.9998911  -0.99999976 -1.         -0.99999976
 -0.9999998   0.9998022   1.          0.9999998  -1.          0.99999607
  1.         -1.          0.99999964 -1.        ]"
