Time,Observation,Reward,Action
20180924-150010,"[0.28054741 0.         0.00293255 0.00097752 0.00391007 0.00195503
 0.00293255 0.00488759 0.28250244 0.         0.00293255 0.0058651
 0.00782014 0.00391007 0.00097752 0.00684262 0.27956989 0.
 0.00293255 0.00195503 0.00488759 0.00195503 0.03030303 0.00195503
 0.27956989 0.         0.00097752 0.00488759 0.01759531 0.00684262
 0.00684262 0.0058651  0.29521017 0.00097752 0.00391007 0.00195503
 0.00488759 0.00195503 0.00097752 0.0058651 ]",1.5708699902248286,"[-0.15867925  0.24249582 -0.27742708 -0.79609674 -0.40846127  0.11533754
 -0.40191123  0.26280752  0.98749757  0.7313127  -0.30077973  0.8860835
 -0.9006824   0.41215143  0.03625418 -0.22943825  0.9361435  -0.3534223
 -0.8705107   0.01067655 -0.68483114 -0.48265553  0.02665012 -0.57831526
 -0.4828417  -0.41071096  0.4023131   0.84156996 -0.7055217   0.43139476
  0.74175924 -0.6490701   0.4662123  -0.02545296 -0.04120837  0.2516819
  0.2377738   0.96610975  0.15046494 -0.9627728   0.8745177   0.37936407
 -0.31455413 -0.5346687   0.07130392 -0.10382181 -0.718141   -0.2501293
 -0.59872544  0.36857492  0.2893424   0.9520297   0.85610473 -0.94917274
  0.49511626 -0.669851    0.27901593 -0.898748    0.5754677  -0.26049435
  0.22392006  0.9015876  -0.93392926 -0.3497264 ]"
20180924-150035,"[0.28250244 0.         0.0058651  0.00293255 0.00293255 0.00391007
 0.00391007 0.00097752 0.28250244 0.         0.0058651  0.00293255
 0.00293255 0.00391007 0.00391007 0.00097752 0.28250244 0.
 0.0058651  0.00293255 0.00293255 0.00391007 0.00391007 0.00097752
 0.28250244 0.         0.0058651  0.00293255 0.00293255 0.00391007
 0.00391007 0.00097752 0.27077224 0.         0.00195503 0.00097752
 0.00097752 0.00097752 0.01270772 0.01759531]",1.5180840664711632,"[-0.00596998 -0.04114748 -0.02921143  0.00492223  0.04836436  0.00448943
  0.03570022  0.00062293  0.00829992  0.01742632 -0.02050436  0.02611113
  0.0143266  -0.0112911  -0.04235844 -0.01431127  0.07026514 -0.04038116
 -0.00023236 -0.00168197 -0.01915585  0.03996321  0.0091409  -0.05403994
  0.00778961  0.00677227 -0.02395855 -0.06952816 -0.0941323   0.02414418
  0.02270883  0.01908203 -0.04570689  0.03758334 -0.01971536  0.06720568
  0.00588599  0.01981144  0.01744591 -0.06537621  0.03838404  0.00822328
  0.01172142  0.09272607  0.02001725 -0.00320564  0.04743038  0.0514607
  0.0419566  -0.0377923   0.02331172  0.02569834  0.01677989 -0.02717879
 -0.03642237  0.00122959 -0.00030647 -0.00159693 -0.0094878  -0.02839554
  0.00880754  0.03198358  0.02427553  0.07404548]"
20180924-150037,"[0.27859238 0.         0.01857283 0.01075269 0.00391007 0.00782014
 0.00977517 0.02541544 0.27859238 0.         0.01857283 0.01075269
 0.00391007 0.00782014 0.00977517 0.02541544 0.27859238 0.
 0.01857283 0.01075269 0.00391007 0.00782014 0.00977517 0.02541544
 0.27859238 0.         0.01857283 0.01075269 0.00391007 0.00782014
 0.00977517 0.02541544 0.27859238 0.         0.01857283 0.01075269
 0.00391007 0.00782014 0.00977517 0.02541544]",1.7741935483870963,"[-0.00480001 -0.03803438 -0.0320866   0.01029307  0.04622683  0.00580615
  0.0378361   0.00146088  0.01352041  0.01494439 -0.01743802  0.02565794
  0.01452819 -0.01107242 -0.04108536 -0.01434926  0.07582405 -0.04476873
 -0.00352801 -0.00470074 -0.02205515  0.03792984  0.00877926 -0.05536757
  0.0068535   0.01201704 -0.02614548 -0.07034517 -0.09655011  0.02767842
  0.02254581  0.01925468 -0.04505518  0.03853773 -0.02322019  0.06536424
  0.00339093  0.02138763  0.01480091 -0.06272079  0.03964852  0.0117936
  0.00957648  0.09319962  0.02114433 -0.00047888  0.04941114  0.05645927
  0.04451893 -0.04177416  0.02425562  0.03008315  0.01703825 -0.02845449
 -0.0404027   0.00198821  0.00223395 -0.00434906 -0.00758431 -0.03017749
  0.01330173  0.03675525  0.02435332  0.07992721]"
20180924-150038,"[0.26686217 0.         0.00879765 0.00879765 0.00097752 0.00097752
 0.00097752 0.00097752 0.26686217 0.         0.00879765 0.00879765
 0.00097752 0.00097752 0.00097752 0.00097752 0.26686217 0.
 0.00879765 0.00879765 0.00097752 0.00097752 0.00097752 0.00097752
 0.26686217 0.         0.00879765 0.00879765 0.00097752 0.00097752
 0.00097752 0.00097752 0.26686217 0.         0.00879765 0.00879765
 0.00097752 0.00097752 0.00097752 0.00097752]",1.4418377321603126,"[-0.00578385 -0.03828828 -0.02804778  0.00846779  0.04672612  0.00435247
  0.03305671 -0.00056993  0.00805814  0.01733491 -0.01731122  0.02563189
  0.01465263 -0.01309846 -0.03840036 -0.01274039  0.06529137 -0.0415113
 -0.00097801 -0.00096701 -0.01591759  0.0361351   0.00805385 -0.04904557
  0.00665326  0.00773505 -0.02348086 -0.06683019 -0.08917173  0.02350138
  0.02468478  0.02058653 -0.04231388  0.03567864 -0.01780268  0.06221635
  0.00537679  0.02310396  0.01774662 -0.06181531  0.03829198  0.00967639
  0.01256895  0.08529375  0.01703531 -0.00354182  0.04200582  0.05186436
  0.0411893  -0.03840985  0.02387555  0.02737656  0.01481604 -0.02378326
 -0.03468289  0.00077304 -0.00011409 -0.00013759 -0.01237151 -0.02524129
  0.01176166  0.02923194  0.02468024  0.06788187]"
20180924-150040,"[0.27956989 0.         0.00293255 0.00097752 0.0058651  0.00977517
 0.01759531 0.02248289 0.27468231 0.         0.00097752 0.00097752
 0.01173021 0.00879765 0.00195503 0.00684262 0.27468231 0.
 0.00097752 0.00097752 0.00684262 0.00195503 0.00195503 0.00684262
 0.27468231 0.         0.00097752 0.00097752 0.00684262 0.00195503
 0.01955034 0.0342131  0.27468231 0.         0.00097752 0.00097752
 0.00684262 0.00195503 0.01955034 0.0342131 ]",1.617790811339198,"[-0.00705022 -0.03987803 -0.02976962  0.00179345  0.04494449  0.0044185
  0.03541096 -0.00031867  0.01199297  0.01730608 -0.02087665  0.02192527
  0.01466488 -0.00769515 -0.04341588 -0.01564812  0.07456437 -0.03634287
 -0.00094676 -0.00081288 -0.02023616  0.0382476   0.00895218 -0.05605256
  0.00866953  0.00995393 -0.02673985 -0.06699052 -0.09293725  0.02557493
  0.01884688  0.01678286 -0.04701615  0.03757143 -0.02134302  0.06551898
  0.00286812  0.01596708  0.01460844 -0.0654551   0.03797201  0.00973905
  0.00922061  0.0920699   0.02361628 -0.00222675  0.05154053  0.05040893
  0.04509448 -0.03678231  0.0211142   0.02545823  0.01674297 -0.03014157
 -0.04077412  0.00079499  0.00176974 -0.00260842 -0.00489076 -0.0311656
  0.00493204  0.03773093  0.02315328  0.07758243]"
20180924-150040,"[0.2971652  0.01173021 0.01955034 0.01270772 0.00488759 0.00293255
 0.01661779 0.02639296 0.2971652  0.01173021 0.01955034 0.01270772
 0.00488759 0.00293255 0.01661779 0.02639296 0.2971652  0.01173021
 0.01955034 0.01270772 0.00488759 0.00293255 0.01661779 0.02639296
 0.2971652  0.01173021 0.01955034 0.01270772 0.00488759 0.00293255
 0.01661779 0.02639296 0.2971652  0.01173021 0.01955034 0.01270772
 0.00488759 0.00293255 0.01661779 0.02639296]",1.9599217986314756,"[-0.00447748 -0.03954891 -0.03502554  0.00827277  0.0483543   0.0040465
  0.04134442  0.00217138  0.01308154  0.01595875 -0.0199517   0.02680168
  0.01503118 -0.01175133 -0.04474954 -0.01539181  0.08138341 -0.04733674
 -0.00338812 -0.00586519 -0.02528048  0.04307066  0.00913805 -0.05843143
  0.00770343  0.01226932 -0.02939144 -0.07573772 -0.10074698  0.0284967
  0.02072096  0.02099883 -0.0494081   0.04110285 -0.02424463  0.07105456
  0.00374939  0.02263308  0.01340787 -0.06481     0.04274191  0.00900993
  0.00950125  0.10049266  0.02216597 -0.00358275  0.05507455  0.05691116
  0.04767617 -0.04157936  0.02160629  0.03208542  0.01939527 -0.0318522
 -0.04392181  0.00178718  0.00154684 -0.00565763 -0.00799163 -0.03508741
  0.0153697   0.03893709  0.02306672  0.08431449]"
20180924-150041,"[0.29325513 0.00879765 0.01075269 0.01466276 0.00097752 0.00195503
 0.01173021 0.02541544 0.29325513 0.00879765 0.01075269 0.01466276
 0.01173021 0.00488759 0.00293255 0.01368524 0.27761486 0.
 0.0058651  0.00195503 0.01173021 0.00488759 0.00293255 0.01368524
 0.27761486 0.         0.0058651  0.00195503 0.01368524 0.00782014
 0.00293255 0.01368524 0.27761486 0.         0.0058651  0.00195503
 0.01368524 0.00782014 0.00293255 0.01368524]",1.6940371456500487,"[-0.0046901  -0.04124917 -0.03268826  0.01023657  0.05066236  0.00785481
  0.03690466  0.00057702  0.01275938  0.01735167 -0.02142998  0.02669642
  0.0135256  -0.01335449 -0.04163488 -0.01540429  0.07141219 -0.04482933
 -0.00010152 -0.00405216 -0.02427866  0.04084444  0.00848356 -0.05638493
  0.00696482  0.00895419 -0.02588412 -0.07164848 -0.09499256  0.02619264
  0.02236221  0.01867425 -0.04635198  0.03932292 -0.02341883  0.06942535
  0.00648457  0.02556461  0.01964399 -0.06382281  0.04075976  0.0103407
  0.01043553  0.09418039  0.02110202 -0.00280985  0.05034052  0.05433112
  0.04771871 -0.03748671  0.02423482  0.02696804  0.01604147 -0.03250484
 -0.03959404  0.00300079  0.00134553 -0.00215922 -0.01008992 -0.03321276
  0.01194751  0.03197602  0.02272783  0.08007338]"
20180924-150042,"[0.27761486 0.         0.0058651  0.00195503 0.01368524 0.00782014
 0.00293255 0.01368524 0.27761486 0.         0.0058651  0.00195503
 0.01368524 0.00782014 0.00293255 0.01368524 0.27761486 0.
 0.0058651  0.00195503 0.01368524 0.00782014 0.00293255 0.01368524
 0.27761486 0.         0.0058651  0.00195503 0.01368524 0.00782014
 0.00293255 0.01368524 0.27565982 0.         0.00097752 0.00097752
 0.00488759 0.01075269 0.00097752 0.00097752]",1.5894428152492666,"[-0.00543236 -0.03901243 -0.03074141  0.00830987  0.05065665  0.00691416
  0.03667404  0.00113943  0.01181815  0.01631701 -0.01929268  0.0250941
  0.01289045 -0.01395484 -0.04273969 -0.01586895  0.07115129 -0.04356714
  0.00097276 -0.00222678 -0.02275053  0.0402093   0.01216569 -0.05352322
  0.00704065  0.0083536  -0.02428289 -0.06802824 -0.09501802  0.02452881
  0.02232064  0.01722101 -0.04283526  0.03974845 -0.02178509  0.06705268
  0.0031941   0.02299111  0.01892223 -0.06366584  0.03939902  0.00882643
  0.00730555  0.09259387  0.02079914 -0.0017074   0.04614979  0.05266171
  0.04447685 -0.03939369  0.02471064  0.02602081  0.01421168 -0.02877779
 -0.03677337  0.00292873  0.00173645 -0.00361822 -0.0088379  -0.02942161
  0.01023641  0.03329074  0.02247544  0.07699896]"
20180924-150042,"[0.27370479 0.         0.00097752 0.00097752 0.01270772 0.00293255
 0.00488759 0.01564027 0.27370479 0.         0.00097752 0.00097752
 0.00195503 0.0058651  0.01955034 0.04789834 0.29325513 0.00879765
 0.01857283 0.01075269 0.00195503 0.0058651  0.01955034 0.04789834
 0.29325513 0.00879765 0.01857283 0.01075269 0.00195503 0.0058651
 0.01955034 0.04789834 0.29325513 0.00879765 0.01857283 0.01075269
 0.00195503 0.0058651  0.01955034 0.04789834]",1.8826979472140757,"[-0.00465437 -0.03704963 -0.03127529  0.00118153  0.04190095  0.00033367
  0.04097529  0.0026078   0.01453139  0.01194199 -0.01967847  0.02206286
  0.01601098 -0.01047227 -0.04637327 -0.01611652  0.08539839 -0.04095072
 -0.00323553 -0.00477905 -0.02102454  0.03843515  0.00711536 -0.0556419
  0.00620426  0.01359677 -0.0313127  -0.07154083 -0.10156547  0.03120231
  0.01885059  0.01811026 -0.0467412   0.04166705 -0.02230654  0.06496873
  0.00224451  0.01527376  0.01362222 -0.06638659  0.04000455  0.00960445
  0.00567707  0.0987061   0.02628536  0.00037156  0.05480013  0.05490528
  0.04421055 -0.04231248  0.02261725  0.03076999  0.02118962 -0.0275443
 -0.04291659  0.0011792   0.00241459 -0.00918792 -0.00611521 -0.03171641
  0.0132906   0.04443124  0.02285056  0.07854024]"
20180924-150043,"[0.29325513 0.00879765 0.01857283 0.01075269 0.00195503 0.0058651
 0.01955034 0.04789834 0.29325513 0.00879765 0.01857283 0.01075269
 0.00195503 0.0058651  0.01955034 0.04789834 0.29325513 0.00879765
 0.01857283 0.01075269 0.00195503 0.0058651  0.01955034 0.04789834
 0.29325513 0.00879765 0.01857283 0.01075269 0.00195503 0.0058651
 0.01955034 0.04789834 0.29032258 0.0058651  0.01173021 0.02052786
 0.00391007 0.00488759 0.00097752 0.00488759]",1.9696969696969693,"[-0.00313642 -0.03268721 -0.03495608  0.01573511  0.05051864  0.00521506
  0.04355583 -0.00107198  0.01574202  0.01112593 -0.0176518   0.02947014
  0.01552949 -0.01734498 -0.04362837 -0.01974565  0.07970015 -0.05508286
 -0.0015207  -0.00866635 -0.0259774   0.04340681  0.00947319 -0.05595451
  0.0075503   0.0168154  -0.03159998 -0.07820225 -0.10383674  0.03094944
  0.02556575  0.02084459 -0.04511293  0.04714878 -0.02533446  0.06771059
  0.00258128  0.02745948  0.01776556 -0.06164967  0.0402308   0.0133398
  0.00796824  0.10059493  0.02139402 -0.00170292  0.05143063  0.06010418
  0.05263735 -0.0484771   0.02491143  0.03603276  0.01848709 -0.03279084
 -0.04258161  0.00226645  0.00296889 -0.00979639 -0.01119035 -0.03261051
  0.02090863  0.03953251  0.02224667  0.08272791]"
