Time,Observation,Reward,Action
20181003-130014,"[0.27956989 0.00195503 0.00488759 0.00977517 0.00391007 0.00195503
 0.00097752 0.07038123 0.27663734 0.         0.00488759 0.00977517
 0.00097752 0.00097752 0.00195503 0.07038123 0.28836755 0.00097752
 0.00391007 0.00391007 0.00195503 0.00391007 0.00097752 0.07331378
 0.28836755 0.00097752 0.00879765 0.00879765 0.00195503 0.00391007
 0.00097752 0.07331378 0.28836755 0.00097752 0.00879765 0.00879765
 0.00195503 0.00391007 0.00097752 0.07331378]",1.8905180840664708,"[-1.          1.         -0.9999998  -0.9999133   1.         -0.9999997
  1.          1.          1.          0.99999994 -0.9901312  -1.
  0.99998134 -1.         -0.99996334 -1.          0.9999998   0.99972713
 -0.9998236  -1.         -0.99919915  0.99999994  0.99994147  0.9985606
 -0.9999308   1.          1.          0.9999924   0.9999998   0.99961525
  1.         -1.         -0.99947894  0.99996614  1.         -1.
  1.          1.          1.         -1.         -1.          1.
 -1.         -1.         -0.9996576   1.          1.         -1.
 -0.9999576  -1.          0.9998883   0.99959904 -1.          0.999896
  0.99986684  0.99935406  1.          1.         -1.          0.99889594
  1.         -1.         -0.9995422  -1.        ]"
20181003-130034,"[0.27859238 0.00195503 0.00782014 0.00293255 0.01173021 0.00488759
 0.01368524 0.07233627 0.27859238 0.00195503 0.00782014 0.00293255
 0.01173021 0.00488759 0.01368524 0.07233627 0.27859238 0.00195503
 0.00782014 0.00293255 0.01173021 0.00488759 0.01368524 0.07233627
 0.27859238 0.00195503 0.00782014 0.00293255 0.01173021 0.00488759
 0.01368524 0.07233627 0.27859238 0.00195503 0.00782014 0.00293255
 0.01173021 0.00488759 0.01368524 0.07233627]",1.9696969696969693,"[ 0.2652992  -0.12467811  0.4684531  -0.25327352 -0.98469394 -0.66517705
  0.2671802   0.80923927 -0.933364    0.22083044  0.41323823  0.3673292
  0.02015327 -0.9135028  -0.97324467  0.40774655  0.29706258 -0.02361312
  0.9836254   0.65032685 -0.87211806  0.9411295   0.7980474   0.15870596
 -0.4629005   0.46224353  0.38806883  0.38905403 -0.74520385  0.5478048
 -0.12480365 -0.9998623  -0.456931    0.3272987  -0.53091794 -0.90783143
  0.25292438 -0.41602248  0.8483915  -0.7905937   0.80748653  0.2541498
 -0.08501168  0.47284472 -0.29853866 -0.10885745 -0.4343705   0.29172128
 -0.09202778 -0.6243708  -0.62139267 -0.42847994 -0.08387178 -0.3465222
  0.8262394   0.0573656  -0.720287   -0.21472964 -0.8833662   0.47564295
  0.8073964  -0.25322688  0.81814814 -0.56427073]"
20181003-130035,"[0.27761486 0.         0.00391007 0.00097752 0.00391007 0.01759531
 0.00391007 0.07038123 0.27761486 0.         0.00391007 0.00097752
 0.00391007 0.01759531 0.00391007 0.07038123 0.27761486 0.
 0.00391007 0.00097752 0.00391007 0.01759531 0.00391007 0.07038123
 0.29618768 0.01759531 0.00488759 0.00782014 0.00293255 0.0058651
 0.00195503 0.08699902 0.28739003 0.02052786 0.00782014 0.00391007
 0.00195503 0.00195503 0.00097752 0.06744868]",1.9511241446725314,"[-0.00695768  0.18554032  0.4115015  -0.8547072  -0.5779898  -0.52382666
 -0.05221425 -0.64972335  0.08314268  0.0696209   0.01245187  0.52617955
 -0.84730375  0.48249865  0.603681    0.5124964  -0.63470423 -0.53709126
  0.14578639  0.9724362  -0.9514701   0.734938   -0.70284534 -0.56344616
 -0.87615156 -0.5467971   0.33725682  0.5361719   0.24461836  0.59382564
 -0.4391495  -0.65303725 -0.2928778   0.62781453  0.92523056 -0.16080253
  0.07465379  0.60059214  0.26383218 -0.08293251 -0.2658342   0.04671244
 -0.9427856   0.9075472  -0.31641582 -0.8191158   0.52687156  0.57258564
 -0.5244656   0.02725241 -0.98435503 -0.17824724 -0.8468839   0.97557896
  0.69092077 -0.3688381   0.16706726 -0.6719291   0.14220381 -0.42599338
 -0.13232003  0.7601929  -0.43590242 -0.4127436 ]"
20181003-130038,"[0.285435   0.0058651  0.00977517 0.00293255 0.00097752 0.00195503
 0.00684262 0.07722385 0.285435   0.0058651  0.00977517 0.00293255
 0.00097752 0.00195503 0.00684262 0.07722385 0.28739003 0.00977517
 0.00097752 0.00293255 0.00782014 0.00097752 0.01173021 0.0801564
 0.28445748 0.00488759 0.00097752 0.00097752 0.00293255 0.00097752
 0.01564027 0.08797654 0.28347996 0.01466276 0.01955034 0.01368524
 0.00097752 0.00097752 0.01564027 0.08797654]",2.0195503421309873,"[-1.          1.         -0.99999976 -0.99991906  1.         -1.
  1.          1.          1.          1.         -0.9890952  -1.
  0.999984   -1.         -0.99997586 -1.          0.9999999   0.9998158
 -0.99985975 -1.         -0.9992469   1.          0.9999632   0.9987007
 -0.9999535   1.          1.          0.9999958   1.          0.99970555
  1.         -1.         -0.99965215  0.9999762   1.         -1.
  1.          1.          1.         -1.         -1.          1.
 -1.         -1.         -0.99970496  1.          1.         -0.9999998
 -0.99997205 -1.          0.99991035  0.99974865 -1.          0.99991214
  0.99990976  0.99941844  1.          1.         -1.          0.9991162
  1.         -1.         -0.99961275 -1.        ]"
20181003-130038,"[0.27859238 0.         0.00195503 0.00391007 0.00293255 0.00782014
 0.00097752 0.07233627 0.27761486 0.00391007 0.00195503 0.00391007
 0.00293255 0.00782014 0.05669599 0.12414467 0.27761486 0.00391007
 0.00195503 0.00391007 0.00293255 0.00782014 0.05669599 0.12414467
 0.27761486 0.00391007 0.00195503 0.00391007 0.00293255 0.00782014
 0.05669599 0.12414467 0.27761486 0.00391007 0.00195503 0.00391007
 0.00293255 0.00782014 0.05669599 0.12414467]",2.284457478005865,"[ 0.9654207  -0.13379286 -0.26658487  0.74915624 -0.2209243   0.51929617
  0.3265573   0.18233684  0.76761043 -0.9261872  -0.9475289   0.10999662
  0.48506704 -0.9171889  -0.6361148  -0.4484572   0.07637642  0.1788426
 -0.55869853 -0.03922736 -0.32116428 -0.13238597 -0.42437083  0.81179
  0.24475782  0.6658216   0.5159122   0.5983514  -0.0066446   0.962014
 -0.9279352  -0.03792765  0.894857   -0.36410767  0.4622239   0.7864648
 -0.6606074   0.6041848   0.79049146  0.8861871  -0.4571155  -0.3105425
  0.9836017   0.5570389  -0.40936407  0.6957183  -0.15350157  0.5736871
  0.10153143 -0.7348461   0.39480716 -0.3719448   0.12343753  0.8076895
  0.27873    -0.68256015 -0.9460925  -0.6901633   0.6755432   0.3089814
 -0.66237634 -0.10779187 -0.5523716  -0.55556655]"
20181003-130041,"[0.27761486 0.00391007 0.00195503 0.00391007 0.00293255 0.00782014
 0.05669599 0.12414467 0.27761486 0.00391007 0.00195503 0.00391007
 0.00293255 0.00782014 0.05669599 0.12414467 0.2688172  0.
 0.02052786 0.02248289 0.00097752 0.00488759 0.05571848 0.11730205
 0.27370479 0.         0.00391007 0.00293255 0.00097752 0.00391007
 0.00097752 0.05962854 0.28250244 0.00391007 0.02248289 0.02248289
 0.00293255 0.00879765 0.02639296 0.09090909]",2.2551319648093835,"[-1.          1.         -0.99999964 -0.99985397  1.         -0.9999998
  1.          1.          1.          1.         -0.98784596 -1.
  0.9999754  -1.         -0.9999967  -1.          0.99999976  0.9998646
 -0.9998899  -1.         -0.9995299   1.          0.9999905   0.99875736
 -0.99997944  1.          1.          0.99999875  1.0000001   0.99981064
  1.         -1.         -0.9998925   0.9999785   1.         -1.
  1.          1.          1.         -1.         -1.          1.
 -1.         -1.         -0.99964976  1.          0.9999998  -0.99999994
 -0.99999136 -1.          0.99997693  0.999925   -1.          0.9999301
  0.9999833   0.99917     1.          1.         -1.          0.9989014
  1.         -1.         -0.9996477  -1.        ]"
20181003-130042,"[0.28641251 0.         0.00195503 0.00684262 0.00977517 0.00391007
 0.00391007 0.07526882 0.28641251 0.         0.00195503 0.00684262
 0.00977517 0.00391007 0.00391007 0.07526882 0.28641251 0.
 0.00195503 0.00684262 0.00977517 0.00391007 0.00391007 0.07526882
 0.28641251 0.         0.00195503 0.00684262 0.00977517 0.00391007
 0.00391007 0.07526882 0.27468231 0.00195503 0.01368524 0.02150538
 0.01466276 0.00097752 0.00097752 0.06549365]",1.9462365591397848,"[-1.          1.         -0.9999999  -0.9999263   1.         -1.
  1.          1.          1.          1.         -0.9911116  -1.
  0.99998516 -1.         -0.9999714  -1.          1.          0.9997675
 -0.9998411  -1.         -0.9993612   1.          0.9999506   0.9986318
 -0.99993503  1.          1.          0.9999938   0.99999994  0.999686
  1.         -1.         -0.9995488   0.9999746   1.         -1.
  1.          1.          0.99999994 -1.         -1.          1.
 -1.         -1.         -0.99967855  1.          1.         -1.
 -0.999964   -1.          0.99991035  0.99970376 -1.          0.9999122
  0.99988925  0.9993963   1.          1.         -1.          0.9990325
  1.         -1.         -0.9995704  -1.        ]"
20181003-130043,"[0.28347996 0.00488759 0.01759531 0.02639296 0.00977517 0.00782014
 0.00097752 0.0684262  0.28347996 0.00488759 0.01759531 0.02639296
 0.00977517 0.00782014 0.00097752 0.0684262  0.28347996 0.00488759
 0.01759531 0.02639296 0.00977517 0.00782014 0.00097752 0.0684262
 0.28347996 0.00488759 0.01759531 0.02639296 0.00977517 0.00782014
 0.00097752 0.0684262  0.28347996 0.00488759 0.01759531 0.02639296
 0.00977517 0.00782014 0.00097752 0.0684262 ]",2.0967741935483866,"[-1.          1.         -0.9999999  -0.99994886  1.         -1.
  1.          1.          1.          1.         -0.9938058  -1.
  0.99997747 -1.         -0.9999715  -1.          0.9999998   0.999806
 -0.9997961  -1.         -0.99952567  1.          0.9999736   0.9989126
 -0.99993455  1.          1.          0.9999954   1.          0.9997104
  1.         -1.         -0.9996788   0.9999815   1.         -1.
  1.          1.          0.99999994 -1.         -1.          1.
 -1.         -1.         -0.9998434   1.          1.         -1.
 -0.9999788  -1.          0.99990886  0.99976194 -1.          0.9999225
  0.99990046  0.9995948   1.          1.         -1.          0.99929506
  1.         -1.         -0.9996518  -1.        ]"
20181003-130044,"[0.27956989 0.00195503 0.01270772 0.01368524 0.0058651  0.0058651
 0.00391007 0.08406647 0.27956989 0.00293255 0.01270772 0.01368524
 0.02639296 0.00782014 0.00977517 0.08699902 0.27370479 0.
 0.00391007 0.01173021 0.00977517 0.01466276 0.00097752 0.0684262
 0.27565982 0.         0.00097752 0.00097752 0.00684262 0.0058651
 0.01075269 0.0801564  0.27565982 0.         0.02052786 0.01270772
 0.00684262 0.0058651  0.01075269 0.0801564 ]",2.0244379276637336,"[-0.5374717   0.8186585   0.35042828 -0.33838627 -0.20586422  0.76096874
  0.12105301  0.38155708 -0.26374087  0.74025947 -0.34113184  0.07233494
  0.45022002 -0.49488798  0.6241803   0.6955241   0.9692881  -0.7226007
  0.01526892 -0.03343122  0.7704748   0.7844477   0.3324332  -0.03246129
 -0.40174443  0.00145929 -0.6631169   0.24521534  0.943824    0.14769545
  0.82999474  0.35589114 -0.9703094  -0.7147085   0.5270886   0.24807514
  0.13766974 -0.5277368   0.93308574  0.92275447  0.76576424 -0.25664997
  0.17090677 -0.69785124  0.43188423  0.02149594 -0.41357145 -0.09040239
  0.36640003  0.69491446 -0.08120684  0.715687   -0.87860894 -0.07978122
  0.6501694  -0.4412851   0.7929056  -0.5432896   0.08542178  0.73467606
  0.92557794 -0.98675597  0.45126343 -0.90449727]"
20181003-130045,"[0.27565982 0.         0.02052786 0.01270772 0.00684262 0.0058651
 0.01075269 0.0801564  0.27565982 0.         0.02052786 0.01270772
 0.00684262 0.0058651  0.01075269 0.0801564  0.27565982 0.
 0.02052786 0.01270772 0.00684262 0.0058651  0.01075269 0.0801564
 0.27565982 0.         0.02052786 0.01270772 0.00684262 0.0058651
 0.01075269 0.0801564  0.27565982 0.         0.02052786 0.01270772
 0.00684262 0.0058651  0.01075269 0.0801564 ]",2.062561094819159,"[-1.          1.         -0.99999976 -0.999935    1.         -1.
  1.          1.          1.          1.         -0.9905298  -1.
  0.9999779  -1.         -0.99997187 -1.          1.          0.9997613
 -0.99980557 -1.         -0.99932134  1.          0.9999672   0.9984755
 -0.9999347   1.          1.          0.9999952   1.          0.9996867
  1.         -1.         -0.9996373   0.999976    1.         -1.
  1.          1.          0.99999994 -1.         -1.          1.
 -1.         -1.         -0.9997455   1.          0.9999999  -0.9999998
 -0.9999711  -1.          0.9999124   0.9997843  -1.          0.9999022
  0.9999007   0.9994859   1.          1.         -1.          0.99925077
  1.         -1.         -0.99952984 -1.        ]"
