Time,Occupancy
86.00683642749624,2
215.01709106874057,2
344.02734570998496,2
473.03760035122934,2
602.0478549924736,2
731.058109633718,2
860.0683642749623,2
989.0786189162068,2
1118.088873557451,2
1247.0991281986956,2
1376.1093828399398,2
1505.119637481184,2
1634.1298921224286,2
1763.1401467636729,2
1892.1504014049167,2
2021.1606560461614,2
2150.170910687406,2
2279.1811653286504,1
2408.1914199698945,1
2537.201674611139,2
2666.2119292523835,2
2795.222183893628,2
2924.232438534872,2
3053.2426931761165,2
3182.252947817361,1
3311.2632024586046,2
3440.273457099849,2
3569.2837117410936,2
3698.293966382338,1
3827.3042210235826,1
3956.314475664827,2
4085.324730306071,2
4214.334984947316,2
4343.345239588561,2
4472.355494229804,2
4601.36574887105,2
4730.376003512293,2
4859.386258153539,2
4988.396512794782,2
5117.406767436026,2
5246.41702207727,2
5375.427276718515,2
5504.437531359759,2
5633.447786001004,2
5762.458040642248,2
5891.468295283493,2
6020.478549924736,2
6149.488804565982,2
6278.499059207225,2
6407.509313848471,2
6536.519568489714,2
6665.52982313096,1
6794.5400777722025,2
6923.550332413447,2
7052.560587054692,1
7181.570841695936,2
7310.581096337181,1
7439.591350978425,2
7568.6016056196695,2
7697.611860260913,2
7826.6221149021585,2
7955.632369543402,1
8084.6426241846475,1
8213.652878825891,1
8342.663133467135,1
8471.67338810838,1
8600.683642749624,1
8729.693897390871,1
8858.704152032113,1
8987.714406673356,1
9116.724661314602,1
9245.734915955843,2
9374.74517059709,2
9503.755425238334,1
9632.765679879578,1
9761.775934520823,1
9890.786189162069,1
10019.796443803312,1
10148.806698444556,1
10277.8169530858,1
10406.827207727043,1
10535.837462368288,1
10664.847717009534,1
10793.857971650776,1
10922.868226292025,1
11051.878480933266,1
11180.888735574512,1
11309.898990215757,1
11438.909244856999,0
11567.919499498244,0
11696.929754139488,0
11825.940008780732,0
11954.950263421975,1
12083.96051806322,0
12212.970772704466,0
12341.98102734571,0
12470.991281986955,0
12600.0015366282,0
12729.011791269444,0
12858.022045910688,0
12987.032300551931,0
13116.042555193177,0
13245.052809834422,0
13374.063064475666,0
13503.07331911691,0
13632.083573758156,0
13761.093828399396,0
13890.104083040642,0
14019.114337681887,0
14148.124592323133,0
14277.134846964374,0
14406.145101605618,0
14535.155356246863,0
14664.165610888107,0
14793.175865529352,0
14922.186120170598,0
15051.196374811841,0
15180.206629453089,0
15309.21688409433,0
15438.227138735574,0
15567.23739337682,0
15696.247648018065,0
15825.257902659308,0
15954.268157300552,0
16083.278411941797,0
16212.28866658304,0
16341.298921224285,0
16470.309175865532,0
16599.319430506774,0
16728.32968514802,0
16857.339939789264,0
16986.350194430506,0
17115.36044907175,0
17244.370703712997,0
17373.380958354242,0
17502.391212995484,0
17631.40146763673,0
17760.411722277975,0
17889.421976919217,0
18018.432231560462,0
18147.442486201708,0
18276.45274084295,0
18405.4629954842,0
18534.47325012544,0
18663.483504766686,0
18792.493759407927,0
18921.504014049173,0
19050.51426869042,0
19179.52452333166,0
19308.5347779729,0
19437.54503261415,0
19566.555287255396,0
19695.56554189664,0
19824.575796537883,0
19953.586051179132,0
20082.596305820367,0
20211.606560461616,0
20340.616815102858,0
20469.627069744103,0
20598.63732438535,0
20727.647579026598,0
20856.657833667843,0
20985.66808830908,0
21114.678342950327,0
21243.68859759157,0
21372.698852232814,0
21501.70910687406,0
21630.719361515305,0
21759.72961615655,0
21888.73987079779,0
22017.750125439037,0
22146.760380080283,0
22275.770634721524,0
22404.78088936277,0
22533.791144004015,0
22662.801398645257,0
22791.811653286502,0
22920.821907927748,0
23049.832162568993,0
23178.842417210235,0
23307.85267185148,0
23436.86292649273,0
23565.87318113397,0
23694.88343577521,0
23823.89369041646,0
23952.903945057704,0
24081.914199698946,0
24210.92445434019,0
24339.93470898144,0
24468.944963622682,0
24597.955218263927,0
24726.965472905173,0
24855.97572754641,0
24984.985982187656,0
25113.9962368289,0
25243.006491470147,0
25372.016746111392,0
25501.027000752638,0
25630.037255393883,0
25759.04751003512,0
25888.057764676367,0
26017.06801931761,0
26146.078273958858,0
26275.0885286001,0
26404.09878324134,0
26533.109037882594,0
26662.11929252384,0
26791.129547165077,0
26920.139801806323,0
27049.15005644757,0
27178.16031108881,0
27307.170565730055,0
27436.180820371297,0
27565.191075012543,0
27694.201329653788,0
27823.211584295033,0
27952.22183893628,0
28081.23209357752,0
28210.24234821877,0
28339.252602860015,0
28468.262857501253,0
28597.2731121425,0
28726.283366783744,0
28855.293621424986,0
28984.30387606623,0
29113.31413070748,0
29242.324385348722,0
29371.334639989967,0
29500.34489463121,0
29629.35514927245,0
29758.3654039137,0
29887.375658554938,0
30016.385913196187,0
30145.396167837436,0
30274.406422478678,0
30403.416677119916,0
30532.42693176116,0
30661.43718640241,0
30790.44744104365,0
30919.457695684898,0
31048.467950326143,0
31177.47820496738,0
31306.488459608634,0
31435.49871424988,0
31564.508968891118,0
31693.519223532363,0
31822.529478173612,0
31951.539732814854,0
32080.549987456096,0
32209.560242097337,0
32338.570496738583,0
32467.580751379828,0
32596.591006021074,0
32725.60126066232,0
32854.611515303564,0
32983.62176994482,0
33112.63202458605,0
33241.642279227286,0
33370.65253386854,0
33499.662788509784,0
33628.67304315103,0
33757.683297792275,0
33886.69355243352,0
34015.703807074766,0
34144.714061716004,0
34273.72431635725,0
34402.734570998495,0
34531.74482563973,0
34660.755080280986,0
34789.76533492223,0
34918.775589563484,0
35047.785844204715,0
35176.79609884596,0
35305.806353487205,0
35434.81660812845,0
35563.826862769696,0
35692.837117410934,0
35821.84737205219,0
35950.857626693425,0
36079.86788133467,0
36208.878135975916,0
36337.88839061716,0
36466.898645258414,0
36595.908899899645,0
36724.9191545409,0
36853.929409182136,0
36982.93966382338,0
37111.94991846463,0
37240.96017310587,0
37369.97042774712,0
37498.98068238836,0
37627.9909370296,0
37757.001191670846,0
37886.01144631209,0
38015.02170095334,0
38144.03195559458,0
38273.04221023583,0
38402.05246487707,0
38531.06271951831,0
38660.072974159564,0
38789.0832288008,0
38918.09348344205,0
39047.103738083286,0
39176.11399272454,0
39305.12424736578,0
39434.134502007015,0
39563.14475664827,0
39692.15501128951,0
39821.16526593076,0
39950.175520572004,0
40079.18577521325,0
40208.196029854495,0
40337.20628449573,0
40466.216539136985,0
40595.226793778216,0
40724.23704841947,0
40853.247303060714,0
40982.25755770196,0
41111.267812343205,0
41240.278066984436,0
41369.28832162569,0
41498.29857626693,0
41627.30883090819,0
41756.31908554943,0
41885.32934019067,0
42014.339594831916,0
42143.349849473154,0
42272.3601041144,0
42401.37035875565,0
42530.38061339689,0
42659.390868038136,0
42788.40112267938,0
42917.411377320626,0
43046.42163196186,0
43175.43188660311,0
43304.44214124436,0
43433.4523958856,0
43562.462650526846,0
43691.472905168084,0
43820.48315980934,0
43949.493414450575,0
44078.50366909181,0
44207.513923733066,0
44336.52417837432,0
44465.534433015564,0
44594.544687656795,0
44723.55494229805,0
44852.565196939286,0
44981.575451580524,0
45110.58570622178,0
45239.595960863015,0
45368.60621550427,0
45497.616470145505,0
45626.62672478676,0
45755.636979427996,0
45884.64723406924,0
46013.65748871049,0
46142.667743351725,0
46271.67799799298,0
46400.688252634216,0
46529.69850727547,0
46658.70876191671,0
46787.71901655795,0
