Time,Occupancy
116.96883224485819,0
292.4220806121454,0
467.87532897943265,0
643.3285773467201,0
818.7818257140073,0
994.2350740812946,0
1169.688322448582,0
1345.141570815869,0
1520.5948191831565,0
1696.0480675504434,0
1871.5013159177306,0
2046.9545642850187,0
2222.4078126523054,0
2397.861061019593,0
2573.3143093868803,0
2748.767557754167,0
2924.2208061214546,0
3099.6740544887416,0
3275.127302856029,0
3450.5805512233164,0
3626.0337995906043,0
3801.4870479578913,0
3976.940296325178,0
4152.393544692465,0
4327.846793059753,0
4503.30004142704,0
4678.7532897943265,0
4854.206538161615,0
5029.659786528902,0
5205.113034896189,0
5380.566283263476,0
5556.0195316307645,0
5731.47277999805,0
5906.926028365338,0
6082.379276732626,0
6257.832525099912,0
6433.2857734672,0
6608.739021834487,0
6784.192270201775,0
6959.645518569063,0
7135.0987669363485,0
7310.552015303637,0
7486.005263670922,0
7661.458512038211,0
7836.911760405498,0
8012.365008772786,0
8187.818257140073,0
8363.27150550736,0
8538.724753874647,0
8714.178002241935,0
8889.631250609222,0
9065.084498976508,0
9240.537747343797,0
9415.990995711083,0
9591.444244078371,0
9766.897492445658,0
9942.350740812946,0
10117.803989180233,0
10293.257237547521,0
10468.710485914808,0
10644.163734282094,0
10819.616982649382,0
10995.070231016667,0
11170.523479383955,0
11345.976727751246,0
11521.42997611853,0
11696.88322448582,0
11872.336472853103,0
12047.789721220393,0
12223.24296958768,0
12398.696217954966,0
12574.149466322257,0
12749.602714689541,0
12925.055963056828,0
13100.509211424116,0
13275.962459791404,0
13451.41570815869,0
13626.868956525977,0
13802.322204893266,0
13977.775453260552,0
14153.228701627842,0
14328.681949995127,1
14504.135198362417,1
14679.588446729702,1
14855.041695096987,1
15030.494943464275,1
15205.948191831565,1
15381.401440198853,1
15556.854688566138,1
15732.307936933425,1
15907.761185300713,0
16083.214433668001,1
16258.667682035288,0
16434.120930402576,0
16609.574178769857,0
16785.02742713715,0
16960.480675504437,0
17135.933923871722,0
17311.38717223901,0
17486.8404206063,0
17662.29366897359,1
17837.746917340868,1
18013.20016570816,0
18188.65341407545,0
18364.106662442733,0
18539.559910810018,0
18715.01315917731,1
18890.466407544598,0
19065.919655911886,0
19241.37290427917,0
19416.82615264646,0
19592.279401013744,0
19767.732649381032,0
19943.185897748317,0
20118.63914611561,0
20294.092394482894,0
20469.545642850182,0
20644.998891217467,1
20820.452139584755,0
20995.905387952043,1
21171.35863631933,1
21346.81188468662,1
21522.265133053905,1
21697.718381421197,1
21873.17162978848,1
22048.624878155766,1
22224.07812652305,0
22399.531374890343,0
22574.984623257627,2
22750.437871624923,2
22925.8911199922,2
23101.34436835949,2
23276.797616726777,1
23452.25086509406,1
23627.704113461357,2
23803.157361828642,1
23978.610610195927,0
24154.06385856321,0
24329.517106930503,0
24504.970355297788,1
24680.423603665076,1
24855.876852032365,0
25031.33010039965,1
25206.783348766934,1
25382.236597134222,1
25557.689845501514,1
25733.1430938688,1
25908.596342236087,1
26084.049590603376,1
26259.50283897066,1
26434.95608733795,1
26610.40933570524,1
26785.862584072525,1
26961.31583243981,1
27136.7690808071,1
27312.22232917439,1
27487.67557754167,1
27663.12882590896,1
27838.58207427625,0
28014.035322643536,0
28189.48857101082,1
28364.94181937811,1
28540.3950677454,0
28715.848316112682,0
28891.30156447997,0
29066.75481284726,0
29242.208061214547,0
29417.661309581832,0
29593.11455794912,0
29768.567806316412,0
29944.02105468369,0
30119.47430305098,0
30294.927551418266,0
30470.38079978556,0
30645.834048152843,0
30821.28729652013,0
30996.740544887416,0
31172.1937932547,0
31347.647041621996,0
31523.10028998928,0
31698.553538356566,2
31874.006786723854,2
32049.460035091142,1
32224.913283458434,1
32400.36653182572,1
32575.819780193004,1
32751.27302856029,0
32926.726276927584,1
33102.179525294865,1
33277.632773662146,1
33453.08602202944,1
33628.53927039673,1
33803.99251876401,1
33979.4457671313,2
34154.89901549859,2
34330.352263865876,2
34505.805512233164,2
34681.25876060045,0
34856.71200896774,1
35032.16525733502,1
35207.61850570232,1
35383.0717540696,1
35558.52500243689,1
35733.97825080417,1
35909.431499171464,1
36084.88474753875,1
36260.33799590603,1
36435.79124427332,1
36611.24449264061,1
36786.6977410079,1
36962.15098937519,1
37137.60423774248,1
37313.05748610976,1
37488.510734477044,1
37663.96398284433,1
37839.41723121162,1
38014.87047957891,1
38190.323727946205,1
38365.776976313486,1
38541.23022468077,1
38716.683473048055,1
38892.136721415336,1
39067.58996978263,1
39243.04321814992,1
39418.49646651721,1
39593.949714884504,1
39769.402963251785,1
39944.856211619066,0
40120.309459986354,1
40295.762708353635,1
40471.21595672093,1
40646.66920508822,0
40822.122453455515,1
40997.575701822796,1
41173.028950190084,2
41348.482198557365,1
41523.93544692466,1
41699.38869529194,0
41874.84194365923,0
42050.29519202652,0
42225.748440393814,1
42401.20168876109,1
42576.654937128376,1
42752.10818549567,1
42927.561433862946,1
43103.01468223024,1
43278.46793059753,1
43453.92117896482,1
43629.3744273321,1
43804.82767569939,1
43980.28092406668,1
44155.734172433964,1
44331.18742080125,1
44506.64066916853,1
44682.09391753583,2
44857.54716590312,1
45033.0004142704,1
45208.45366263769,1
45383.90691100498,1
45559.36015937226,1
45734.81340773955,1
45910.26665610683,1
46085.71990447412,1
46261.17315284142,1
46436.6264012087,1
46612.07964957599,1
46787.53289794328,1
46962.98614631057,1
47138.43939467785,1
47313.892643045125,1
47489.34589141242,1
47664.799139779716,1
47840.252388147004,1
48015.705636514285,1
48191.15888488157,1
48366.61213324887,1
48542.065381616136,1
48717.51862998343,1
48892.97187835072,1
49068.42512671801,0
49243.878375085296,1
49419.331623452585,1
49594.784871819866,1
49770.23812018715,1
49945.691368554435,1
50121.14461692173,1
50296.597865289026,1
50472.05111365631,1
50647.5043620236,1
50822.95761039088,1
50998.410858758165,0
51173.864107125446,0
51349.317355492734,0
51524.77060386003,0
51700.22385222731,0
51875.67710059461,0
52051.13034896189,0
52226.58359732918,0
52402.036845696464,0
52577.49009406375,0
52752.943342431034,1
52928.39659079833,1
53103.84983916562,2
53279.3030875329,1
53454.75633590019,0
53630.20958426748,0
53805.66283263476,0
53981.11608100205,0
54156.56932936933,0
54332.02257773663,0
54507.47582610392,0
54682.9290744712,0
54858.382322838486,0
55033.835571205775,0
55209.28881957306,0
55384.74206794035,0
55560.19531630764,0
55735.64856467492,0
55911.101813042216,0
56086.555061409505,0
56262.0083097768,0
56437.46155814408,0
56612.91480651137,0
56788.36805487865,0
56963.821303245924,0
57139.27455161322,0
57314.72779998051,0
57490.181048347804,0
57665.634296715085,0
57841.08754508237,0
58016.54079344966,0
58191.994041816935,0
58367.44729018423,0
58542.90053855153,0
58718.35378691881,0
58893.807035286096,0
59069.26028365338,0
59244.71353202067,0
59420.166780387946,0
59595.620028755235,0
59771.07327712253,0
59946.526525489826,0
60121.97977385711,0
60297.4330222244,0
60472.886270591676,0
60648.339518958965,0
60823.79276732625,0
60999.246015693534,0
61174.69926406082,0
61350.152512428125,0
61525.60576079541,0
61701.059009162695,0
61876.51225752998,0
62051.965505897264,0
62227.41875426455,0
62402.87200263183,0
62578.32525099912,0
62753.778499366425,0
62929.2317477337,0
63104.68499610099,0
63280.13824446828,0
63455.59149283556,0
63631.04474120285,0
63806.49798957014,0
63981.95123793742,0
64157.40448630472,0
64332.857734672005,0
64508.310983039286,0
64683.764231406574,0
64859.21747977387,1
65034.67072814115,2
65210.12397650844,1
65385.57722487572,1
65561.03047324301,1
65736.4837216103,1
65911.93696997759,0
66087.39021834487,0
66262.84346671216,0
66438.29671507943,0
66613.74996344674,0
66789.20321181402,1
66964.65646018133,1
67140.1097085486,1
67315.56295691588,2
67491.01620528317,2
67666.46945365045,0
67841.92270201775,1
68017.37595038503,1
68192.82919875233,1
68368.28244711959,1
68543.73569548689,0
68719.18894385418,0
68894.64219222146,0
69070.09544058876,0
69245.54868895604,0
69421.00193732334,0
69596.45518569062,0
69771.9084340579,0
69947.3616824252,1
70122.81493079248,1
70298.26817915977,1
70473.72142752705,1
70649.17467589435,1
70824.62792426161,1
71000.08117262891,1
71175.5344209962,1
71350.98766936349,1
71526.44091773077,0
71701.89416609806,0
71877.34741446536,0
72052.80066283264,0
72228.25391119992,0
72403.70715956723,0
72579.1604079345,0
72754.6136563018,0
72930.06690466907,0
73105.52015303637,0
73280.97340140365,0
73456.42664977093,0
73631.87989813823,0
73807.33314650551,0
73982.7863948728,0
74158.23964324009,0
74333.69289160737,0
74509.14613997466,0
74684.59938834193,0
74860.05263670924,0
75035.50588507652,1
75210.95913344383,1
75386.4123818111,1
75561.86563017839,1
75737.31887854567,1
75912.77212691295,1
76088.22537528025,2
76263.67862364753,1
76439.13187201483,1
76614.58512038211,1
76790.0383687494,1
76965.49161711668,1
77140.94486548398,1
77316.39811385126,1
77491.85136221854,1
77667.30461058584,1
77842.75785895312,1
78018.21110732041,1
78193.6643556877,1
78369.11760405498,1
78544.57085242227,1
78720.02410078955,1
78895.47734915685,1
79070.93059752412,1
79246.38384589143,1
79421.8370942587,1
79597.29034262599,1
79772.74359099327,1
79948.19683936056,1
80123.65008772786,1
80299.10333609514,1
80474.55658446244,1
80650.00983282973,1
80825.463081197,1
81000.9163295643,1
81176.36957793157,1
81351.82282629887,1
81527.27607466615,1
81702.72932303345,1
81878.18257140073,2
82053.63581976801,2
82229.0890681353,2
82404.54231650259,0
82579.99556486987,1
82755.44881323716,1
82930.90206160446,2
83106.35530997174,2
83281.80855833902,1
83457.26180670633,1
83632.7150550736,1
83808.16830344089,1
83983.62155180817,1
84159.07480017548,1
84334.52804854275,0
84509.98129691003,0
84685.43454527733,1
84860.88779364461,1
85036.3410420119,1
85211.79429037918,0
85387.24753874648,0
85562.70078711376,0
85738.15403548104,0
85913.60728384834,0
86089.06053221562,0
86264.51378058291,0
86439.9670289502,0
86615.42027731749,0
86790.87352568477,0
86966.32677405205,0
87141.78002241935,0
87317.23327078662,0
87492.68651915393,0
87668.1397675212,0
87843.59301588849,0
88019.04626425578,0
88194.49951262306,0
88369.95276099037,0
88545.40600935764,1
88720.85925772494,0
88896.31250609223,0
89071.7657544595,1
89247.2190028268,0
89422.67225119408,0
89598.12549956137,0
89773.57874792865,2
89949.03199629596,2
90124.48524466324,2
90299.93849303052,3
90475.39174139779,3
90650.84498976507,2
90826.29823813238,1
91001.75148649966,2
91177.20473486696,1
91352.65798323424,1
91528.11123160152,1
91703.56447996883,1
91879.0177283361,1
92054.4709767034,1
92229.92422507069,2
92405.37747343797,1
92580.83072180524,1
92756.28397017252,1
92931.73721853984,1
93107.19046690712,1
93282.64371527439,1
93458.09696364168,1
93633.55021200898,1
93809.00346037628,1
93984.45670874353,1
94159.90995711084,1
94335.36320547812,1
94510.81645384539,1
94686.2697022127,1
94861.72295058,1
95037.17619894727,2
95212.62944731457,0
95388.08269568183,0
95563.53594404912,0
95738.98919241644,0
95914.44244078369,0
96089.895689151,0
96265.34893751828,0
96440.80218588556,0
96616.25543425287,0
