Time,Observation,Reward,Action
20180927-150006,"[0.00097752 0.00195503 0.02248289 0.52492669 0.00391007 0.00293255
 0.00391007 0.00097752 0.00293255 0.00488759 0.02248289 0.52883675
 0.00391007 0.00293255 0.00097752 0.00782014 0.00488759 0.00097752
 0.02150538 0.52785924 0.0058651  0.00977517 0.00488759 0.00488759
 0.00977517 0.00391007 0.01759531 0.50146628 0.00195503 0.00488759
 0.00782014 0.0058651  0.00293255 0.00195503 0.01759531 0.50146628
 0.0058651  0.00977517 0.00293255 0.00488759]",2.818181818181818,"[ 1.         -1.          0.99994695 -1.         -1.          0.99999654
  1.          1.          1.          0.99999946  1.          1.
 -0.99996316 -0.9999999   1.         -1.          0.99999225  1.
 -1.          0.999934    0.99998283  1.          0.9999999  -1.
  0.99999917  1.         -0.9999744   1.          0.9999998  -1.
  1.          0.9999999  -0.9999821  -1.         -1.         -0.9999924
  0.99999887 -1.          1.         -1.          1.         -0.9999996
 -1.          0.99999756  1.         -0.99999976  0.9999968   0.9999999
  1.          1.          0.9999416  -0.99999976 -1.         -0.9998394
  0.9999996   0.99999917  1.         -0.9999984   1.         -0.99999744
 -0.99998385  0.99999964 -1.          1.        ]"
20180927-150018,"[0.00293255 0.00097752 0.03910068 0.53274682 0.00488759 0.00488759
 0.00391007 0.00391007 0.00097752 0.00195503 0.03910068 0.53274682
 0.03128055 0.03323558 0.         0.00391007 0.01857283 0.00879765
 0.01955034 0.53470186 0.0058651  0.03128055 0.         0.
 0.01857283 0.00879765 0.03128055 0.55913978 0.0058651  0.03128055
 0.         0.         0.00097752 0.00488759 0.03910068 0.55816227
 0.03030303 0.028348   0.         0.        ]",3.1720430107526876,"[ 0.05667187 -0.4046783  -0.44866195  0.61685795 -0.32434848 -0.70264685
  0.5288656  -0.51636696 -0.26765022 -0.9102521   0.47950685  0.69144446
  0.37575796  0.48408243 -0.5136655  -0.46621862 -0.3393698   0.5672418
 -0.7236136  -0.9131431  -0.06321163 -0.29874545 -0.0013842   0.43288457
  0.42770478  0.37315896  0.6183     -0.80384725 -0.7167963   0.07672128
  0.26549718 -0.8781567   0.5552531  -0.10708392  0.89100367  0.6175956
 -0.20805387 -0.3243673  -0.16199164 -0.73920286 -0.98681045 -0.52772367
  0.06981643 -0.6678693   0.7592252  -0.3665414  -0.03667558  0.6438682
 -0.94586724  0.32312515 -0.2308468  -0.7571885  -0.01337769  0.7697243
 -0.6374782   0.29357246 -0.9661337  -0.7676509  -0.7068987   0.28749365
 -0.5142596  -0.9726581  -0.05264322  0.05853569]"
20180927-150037,"[0.00391007 0.00977517 0.04105572 0.5083089  0.01173021 0.00684262
 0.00097752 0.00488759 0.00488759 0.00977517 0.0459433  0.55913978
 0.02639296 0.05474096 0.         0.         0.00488759 0.00977517
 0.0459433  0.55913978 0.02639296 0.05474096 0.         0.
 0.00097752 0.00097752 0.03616813 0.56207234 0.00782014 0.00684262
 0.01075269 0.         0.00097752 0.00293255 0.01955034 0.53763441
 0.03128055 0.02932551 0.         0.        ]",3.2365591397849456,"[ 1.         -1.          0.9999714  -1.         -1.          0.99999803
  1.          1.          1.          0.9999998   1.          1.
 -0.9999811  -0.99999994  1.         -1.          0.9999972   1.
 -1.          0.99995434  0.9999819   1.          1.         -1.
  0.9999997   0.99999994 -0.99998575  1.          0.9999998  -1.
  1.          1.         -0.9999909  -1.         -1.         -0.99999607
  0.99999964 -1.          1.         -0.99999994  1.         -0.99999976
 -1.0000001   0.9999987   1.         -0.99999994  0.9999979   1.
  1.          1.          0.9999692  -0.9999998  -1.         -0.9998686
  0.99999994  0.99999964  1.         -0.9999992   1.         -0.99999803
 -0.99998987  1.         -1.          1.        ]"
20180927-150038,"[0.0058651  0.02932551 0.04496579 0.53079179 0.00195503 0.00293255
 0.         0.         0.0058651  0.02932551 0.02150538 0.50342131
 0.00195503 0.00293255 0.         0.         0.00391007 0.00488759
 0.02639296 0.53079179 0.00488759 0.00391007 0.01661779 0.00782014
 0.00195503 0.00391007 0.01759531 0.50048876 0.0058651  0.00293255
 0.         0.00293255 0.01661779 0.01368524 0.02443793 0.53079179
 0.00977517 0.00782014 0.00293255 0.        ]",2.9217986314760505,"[ 1.         -1.          0.9999492  -1.         -1.          0.9999974
  1.          1.          1.          0.9999996   1.          1.
 -0.9999645  -0.9999999   1.         -1.          0.9999942   1.
 -1.          0.9999581   0.9999864   1.          0.9999998  -1.
  0.99999917  1.         -0.9999773   1.          0.99999994 -1.
  1.          0.9999999  -0.99998325 -1.         -1.         -0.9999936
  0.99999905 -1.          1.         -0.99999994  1.         -0.9999997
 -0.99999976  0.99999696  1.         -0.9999999   0.99999833  0.99999994
  1.          1.          0.99995536 -0.9999999  -1.         -0.99983275
  0.99999964  0.9999993   1.         -0.99999875  1.         -0.99999803
 -0.99998647  0.9999998  -1.          1.        ]"
20180927-150040,"[0.01661779 0.00977517 0.04301075 0.53861193 0.02150538 0.02248289
 0.01564027 0.01173021 0.01661779 0.00977517 0.01661779 0.53372434
 0.01564027 0.01759531 0.01564027 0.01173021 0.00195503 0.01368524
 0.01661779 0.53372434 0.01857283 0.01857283 0.00097752 0.0058651
 0.00879765 0.00195503 0.028348   0.53958944 0.01075269 0.01466276
 0.00195503 0.028348   0.00684262 0.00684262 0.01955034 0.52981427
 0.00391007 0.00488759 0.00293255 0.00684262]",3.1427174975562067,"[ 1.         -1.          0.99996877 -1.         -1.          0.99999833
  1.          1.          1.          0.99999976  1.          1.
 -0.9999807  -0.9999998   1.         -1.          0.99999696  1.
 -1.          0.99996656  0.9999907   1.          1.         -1.
  0.9999998   1.         -0.9999899   1.          1.         -1.
  1.          0.99999976 -0.99998903 -1.         -1.         -0.9999968
  0.9999993  -1.          1.         -1.          1.         -0.99999976
 -0.9999998   0.99999905  1.         -1.          0.9999982   0.99999994
  1.          1.          0.9999592  -1.         -1.         -0.9998837
  0.99999994  0.9999995   1.         -0.9999993   1.         -0.9999988
 -0.9999929   0.9999999  -1.          1.        ]"
20180927-150042,"[0.01270772 0.01466276 0.04105572 0.53079179 0.00782014 0.00977517
 0.00488759 0.00684262 0.00097752 0.00097752 0.04105572 0.53079179
 0.00097752 0.028348   0.00879765 0.00195503 0.00097752 0.00879765
 0.01661779 0.52981427 0.00782014 0.01661779 0.01075269 0.00879765
 0.00195503 0.00879765 0.02737048 0.53079179 0.00977517 0.0058651
 0.00977517 0.00879765 0.00097752 0.00097752 0.01857283 0.53079179
 0.01173021 0.01270772 0.01955034 0.00293255]",3.043988269794721,"[ 1.         -1.          0.999962   -1.         -1.          0.9999979
  1.          1.          1.          0.9999998   1.          1.
 -0.99997455 -0.99999994  1.         -1.          0.9999957   1.
 -1.          0.99995565  0.9999871   1.          0.99999994 -1.
  0.9999996   0.99999994 -0.99998397  1.          0.99999994 -1.
  1.          0.9999999  -0.9999883  -1.         -1.         -0.99999523
  0.9999996  -1.          1.         -0.99999994  1.         -0.99999976
 -1.0000001   0.99999833  1.         -0.9999999   0.9999979   1.
  1.          1.          0.99995947 -0.9999999  -1.         -0.99986666
  0.9999997   0.9999996   1.         -0.9999992   1.         -0.99999833
 -0.99998885  0.9999998  -1.          1.        ]"
20180927-150043,"[0.01270772 0.01466276 0.02052786 0.52883675 0.0058651  0.0058651
 0.00293255 0.00684262 0.01270772 0.01466276 0.02052786 0.52883675
 0.01564027 0.00879765 0.00293255 0.00684262 0.00782014 0.01173021
 0.028348   0.54252199 0.01955034 0.0400782  0.00097752 0.0058651
 0.00097752 0.0058651  0.02248289 0.5259042  0.00097752 0.00195503
 0.01857283 0.00195503 0.00977517 0.00195503 0.02443793 0.51124145
 0.01270772 0.01661779 0.00293255 0.02639296]",3.0508308895405665,"[ 1.         -1.          0.99996    -1.         -1.          0.9999967
  1.          1.          1.          0.99999976  1.          1.
 -0.9999692  -1.          1.         -1.          0.9999943   1.
 -1.          0.99993634  0.99998057  1.          0.99999994 -1.
  0.9999993   0.99999994 -0.9999776   1.          0.9999999  -1.
  1.          0.9999999  -0.99998605 -1.         -1.         -0.99999374
  0.99999917 -1.          1.         -0.9999998   1.         -0.9999995
 -0.9999999   0.99999785  1.         -1.          0.9999966   0.99999994
  1.          1.          0.9999564  -0.9999998  -1.         -0.9998404
  0.9999995   0.9999992   1.         -0.9999988   1.         -0.9999972
 -0.99998516  0.99999964 -1.          1.        ]"
20180927-150044,"[0.01466276 0.00488759 0.02248289 0.52883675 0.01466276 0.01368524
 0.00782014 0.00684262 0.01466276 0.00488759 0.01857283 0.53861193
 0.01466276 0.01368524 0.00782014 0.00684262 0.0058651  0.01270772
 0.02346041 0.53079179 0.00977517 0.01368524 0.01955034 0.03128055
 0.00391007 0.01368524 0.02346041 0.53079179 0.02150538 0.05669599
 0.00391007 0.00293255 0.00097752 0.00684262 0.02150538 0.50146628
 0.01173021 0.01955034 0.0058651  0.00195503]",3.1075268817204296,"[ 0.75051963  0.07648474  0.13130978 -0.853605    0.7315901   0.8177272
  0.8140427  -0.8085749   0.10126165  0.6987869  -0.1876602  -0.07524671
  0.6031865  -0.20607628  0.31953752  0.52325845 -0.02080122  0.41670147
  0.55572015 -0.75944483  0.68847483  0.43882003  0.22772324  0.45272338
  0.5785787  -0.5422922   0.34196767  0.7749741  -0.08179033  0.749023
  0.28496078 -0.7636535   0.26167762 -0.26501796 -0.02925107  0.7245503
 -0.29813918 -0.71207     0.813575   -0.50736016 -0.38042256 -0.73332113
  0.7918161   0.38860923 -0.38858297  0.955964   -0.46815136 -0.71595716
  0.0933919   0.13134019  0.44306207  0.98989624  0.62739295 -0.95972824
 -0.7345722   0.4669907  -0.9274977   0.26457477  0.40482926  0.69438475
 -0.8032221  -0.97398496  0.3451772  -0.40686086]"
20180927-150045,"[0.00195503 0.00097752 0.01661779 0.52883675 0.00293255 0.03519062
 0.00391007 0.00977517 0.00977517 0.01075269 0.0342131  0.50146628
 0.01759531 0.01857283 0.00879765 0.00879765 0.01173021 0.00977517
 0.01857283 0.50048876 0.00488759 0.01466276 0.0058651  0.00977517
 0.00097752 0.00195503 0.01564027 0.53567937 0.01564027 0.00879765
 0.00097752 0.01075269 0.01564027 0.02639296 0.02737048 0.53665689
 0.01270772 0.00879765 0.00293255 0.0058651 ]",3.0127077223851413,"[ 0.20577602 -0.26577064  0.46707743 -0.81916535 -0.5218838   0.86450756
 -0.56781095 -0.93916476 -0.88487124 -0.4709676   0.7528125  -0.15215354
  0.43153453 -0.9404259  -0.43497145 -0.22153118 -0.3901761   0.12404174
  0.2545265  -0.87159914  0.33614573  0.9171277   0.19831969 -0.5806807
 -0.29693672 -0.92434156  0.7875963  -0.8230926   0.26230162  0.05199483
  0.1430357   0.76709545  0.5044071  -0.48454314  0.9539849   0.73222446
  0.94957966 -0.7147761  -0.23464966  0.66014266 -0.5375444  -0.9336012
 -0.8691208  -0.8430951   0.9843796  -0.17802697  0.48673478 -0.12929443
  0.36393943  0.6926669   0.11101256  0.00980735 -0.979531    0.91522425
  0.3976896  -0.7037877  -0.31939098 -0.6533661  -0.32058182 -0.5190726
  0.0141565   0.5902446  -0.6200077  -0.1356413 ]"
20180927-150045,"[0.00097752 0.00097752 0.02443793 0.53176931 0.01075269 0.01173021
 0.00684262 0.00488759 0.00391007 0.01564027 0.02443793 0.53176931
 0.00879765 0.01368524 0.00488759 0.00977517 0.00391007 0.01564027
 0.03812317 0.50048876 0.00879765 0.01368524 0.         0.00782014
 0.00391007 0.00097752 0.01564027 0.54154448 0.00488759 0.00684262
 0.01075269 0.01075269 0.01270772 0.01466276 0.02443793 0.53861193
 0.00977517 0.01564027 0.00391007 0.00195503]",3.0107526881720426,"[ 1.         -1.          0.99996006 -1.         -1.          0.9999971
  1.          1.          1.          0.99999964  1.          1.
 -0.99996936 -1.          1.         -1.          0.9999951   1.
 -1.          0.99995166  0.99998766  1.          1.         -1.
  0.9999995   0.99999994 -0.9999797   1.          0.99999994 -1.
  1.          0.99999976 -0.9999856  -1.         -1.         -0.9999946
  0.9999991  -1.          1.         -0.99999994  1.         -0.9999996
 -0.9999998   0.99999833  1.         -0.9999999   0.99999726  1.
  1.          1.          0.9999641  -1.         -1.         -0.99986076
  0.99999964  0.99999934  1.         -0.999999    1.         -0.99999815
 -0.99998665  0.9999999  -1.          1.        ]"
