Time,Observation,Reward,Action
20180924-150006,"[0.00097752 0.00097752 0.02150538 0.53274682 0.00977517 0.0058651
 0.         0.0058651  0.00097752 0.00293255 0.02052786 0.52981427
 0.00879765 0.00782014 0.0058651  0.0058651  0.00195503 0.00195503
 0.02346041 0.53079179 0.00293255 0.028348   0.00879765 0.00195503
 0.00391007 0.00195503 0.02639296 0.54349951 0.00488759 0.00782014
 0.00293255 0.00195503 0.00195503 0.00195503 0.04301075 0.53567937
 0.00293255 0.0058651  0.00391007 0.        ]",2.9491691104594326,"[-0.08904871  0.03415225  0.07007483 -0.00607639 -0.04367445 -0.00839983
 -0.02970786 -0.01127236 -0.02602934  0.00045107  0.0110568   0.06075696
 -0.01028163  0.01569889  0.02845846 -0.06017008  0.04492374 -0.00289057
 -0.03003907 -0.03158788  0.00704759 -0.09027907  0.01591592 -0.03742471
 -0.06927146 -0.0040086  -0.04544181 -0.04015962 -0.05779258  0.0498394
 -0.02458965 -0.00752209 -0.01456421 -0.05053343  0.06999204 -0.03976155
 -0.01641566  0.00261425  0.03668656 -0.00502307 -0.00514301 -0.00173785
 -0.00509079 -0.04798774 -0.02303981  0.00747066  0.01338783 -0.06385133
 -0.00482424 -0.055172   -0.00131418 -0.00155035 -0.06984115  0.05670197
  0.02001793  0.0130944   0.06632716  0.04227916 -0.03028116  0.03163005
  0.0093547  -0.03756413  0.0422689   0.01983494]"
20180924-150018,"[0.00293255 0.00293255 0.02346041 0.53079179 0.00293255 0.00293255
 0.01270772 0.00684262 0.00293255 0.00293255 0.02346041 0.53079179
 0.00293255 0.00293255 0.01270772 0.00684262 0.00293255 0.00293255
 0.02346041 0.53079179 0.00293255 0.00293255 0.01270772 0.00684262
 0.00293255 0.00293255 0.02346041 0.53079179 0.00293255 0.00293255
 0.01270772 0.00684262 0.01368524 0.01173021 0.03616813 0.5259042
 0.00293255 0.01075269 0.         0.        ]",2.9433040078201365,"[-0.08742704  0.03596739  0.06798869 -0.00914588 -0.04318003 -0.00645009
 -0.02810295 -0.01209122 -0.02236533  0.00268535  0.01419475  0.05893993
 -0.01027853  0.01778099  0.02672161 -0.05816054  0.04671071 -0.0025745
 -0.0314257  -0.03297302  0.00754563 -0.08592711  0.01928751 -0.03807436
 -0.06881539 -0.00678121 -0.04374689 -0.03889527 -0.05988111  0.05194422
 -0.02351373 -0.00521784 -0.01318975 -0.04817061  0.06972522 -0.04077484
 -0.01967369  0.00208648  0.03650592 -0.00542336 -0.00028976 -0.00488906
 -0.00293486 -0.04607947 -0.02545886  0.00571635  0.01590642 -0.06230327
 -0.00647029 -0.0537158  -0.00370097  0.00085583 -0.06844854  0.05659898
  0.01925449  0.00869806  0.06554278  0.04074073 -0.03040845  0.03199195
  0.00844904 -0.03870653  0.0427786   0.01933166]"
20180924-150037,"[0.00391007 0.00879765 0.02639296 0.53958944 0.0058651  0.00391007
 0.         0.00097752 0.00391007 0.00879765 0.02639296 0.53958944
 0.0058651  0.00391007 0.         0.00097752 0.00391007 0.00879765
 0.02639296 0.53958944 0.0058651  0.00391007 0.         0.00097752
 0.00391007 0.00879765 0.02639296 0.53958944 0.0058651  0.00391007
 0.         0.00097752 0.00391007 0.00879765 0.02639296 0.53958944
 0.0058651  0.00391007 0.         0.00097752]",2.947214076246334,"[ 0.54296887  0.720029   -0.74056715  0.94408226 -0.96396375 -0.99485004
 -0.5136403  -0.7938785   0.15962113 -0.15626067 -0.301395    0.06684699
 -0.411101   -0.6900634  -0.67993104 -0.49109507 -0.4573493  -0.6308058
  0.8911588  -0.6972171  -0.9750414  -0.22812079 -0.958381   -0.15876876
 -0.3240179  -0.9630353  -0.0419549  -0.38256904  0.66921806 -0.4456227
 -0.01131114  0.667022   -0.6723983   0.5739193  -0.37727666 -0.96016127
  0.6745659  -0.42600933  0.70577085 -0.34801522 -0.7530247   0.31688046
 -0.8096863  -0.0860638   0.98749477 -0.20952049 -0.12642223 -0.29845873
  0.10214568 -0.03413716 -0.20427093  0.953409   -0.47819117 -0.4752462
  0.25417545 -0.9528529   0.8497424  -0.91600424 -0.6766304  -0.25532824
  0.51262116 -0.02879573  0.9918348   0.34837452]"
20180924-150037,"[0.00293255 0.00293255 0.01173021 0.49071359 0.0058651  0.01368524
 0.         0.         0.00293255 0.00293255 0.01173021 0.49071359
 0.0058651  0.01368524 0.         0.         0.00293255 0.00293255
 0.01173021 0.49071359 0.0058651  0.01368524 0.         0.
 0.00293255 0.00293255 0.01173021 0.49071359 0.0058651  0.01368524
 0.         0.         0.00293255 0.00293255 0.01173021 0.49071359
 0.0058651  0.01368524 0.         0.        ]",2.6392961876832843,"[-0.08398921  0.0312174   0.06595286 -0.00441564 -0.04104921 -0.00677294
 -0.02835814 -0.01140626 -0.02553832  0.00073629  0.01052823  0.05619775
 -0.00955974  0.01582298  0.02774973 -0.05612542  0.04035098 -0.00662255
 -0.02631161 -0.02845609  0.00695485 -0.08213436  0.01537043 -0.03588445
 -0.06419632 -0.00475976 -0.04217074 -0.03615749 -0.05261149  0.04819115
 -0.01920287 -0.00676607 -0.0138274  -0.0465336   0.06312905 -0.03752106
 -0.0132618   0.00309547  0.0385781  -0.00897462 -0.00805934 -0.00460908
 -0.00422501 -0.04512459 -0.01996525  0.00985344  0.01372153 -0.06214697
 -0.00578639 -0.04928934 -0.00061718 -0.00056526 -0.06762103  0.05216005
  0.01846833  0.01294192  0.06014936  0.03675939 -0.03023443  0.02921887
  0.00820202 -0.03610909  0.03921666  0.01813193]"
20180924-150038,"[0.00782014 0.0058651  0.03616813 0.53567937 0.0058651  0.04398827
 0.         0.         0.00097752 0.00195503 0.02541544 0.53665689
 0.01075269 0.01173021 0.00684262 0.01270772 0.00097752 0.00097752
 0.02541544 0.53665689 0.00977517 0.01564027 0.00097752 0.01661779
 0.00097752 0.00097752 0.02639296 0.54154448 0.00977517 0.01564027
 0.00097752 0.01661779 0.00097752 0.00097752 0.02639296 0.54154448
 0.00977517 0.01564027 0.00097752 0.01661779]",3.0752688172043006,"[-0.17807673  0.43375075 -0.22955337  0.8770542   0.56013274 -0.8614734
  0.5736567  -0.02963241 -0.6291524   0.8135909  -0.23733693 -0.865465
  0.3410684  -0.41348365 -0.8096074   0.7088329  -0.8591723   0.8527437
 -0.7969858   0.8434446  -0.3559601  -0.06108695  0.10555959  0.06216527
 -0.70816976 -0.18245284 -0.0278861  -0.8088141  -0.7457464  -0.9788086
  0.9832462   0.84472483 -0.44185454  0.01557326  0.07410489 -0.6015399
  0.11488979  0.8470725  -0.8467371   0.5750083   0.4617236  -0.23551834
 -0.5311086  -0.49499625 -0.75022155  0.3031863   0.55591094  0.7225902
  0.8753158  -0.6846639   0.86361265 -0.37602445  0.06915174  0.0990105
 -0.03935908  0.4776115   0.19616857  0.77555734  0.3523891  -0.1545211
 -0.13746473  0.93537813  0.37949795 -0.84346086]"
20180924-150040,"[0.00293255 0.01075269 0.01955034 0.50635386 0.00293255 0.01173021
 0.01564027 0.03519062 0.00293255 0.01075269 0.01955034 0.50635386
 0.00293255 0.01173021 0.01564027 0.03519062 0.00293255 0.01075269
 0.01955034 0.50635386 0.00293255 0.01173021 0.01564027 0.03519062
 0.00293255 0.01075269 0.01955034 0.50635386 0.00293255 0.01173021
 0.01564027 0.03519062 0.00293255 0.01075269 0.01955034 0.50635386
 0.00293255 0.01173021 0.01564027 0.03519062]",3.025415444770283,"[-0.23979157 -0.34322935  0.2297277  -0.80521226  0.5430706   0.27314687
  0.8091181  -0.06114677 -0.4048225  -0.86927325 -0.18387558 -0.73118407
  0.70797014 -0.50860894  0.88894266 -0.851177    0.52492464 -0.3520866
 -0.42628053  0.789228    0.45253718  0.4370253   0.5083385  -0.70204496
  0.90699846  0.6669686  -0.62063956  0.37942058 -0.56161076  0.49999353
 -0.7746966  -0.18620901 -0.7797034   0.19076668 -0.51859194 -0.48427305
  0.75690097  0.6207655   0.9232778  -0.9481545   0.7622621   0.995891
 -0.8975444  -0.8978236  -0.75275713  0.13546903  0.2850934  -0.5852965
 -0.75541437  0.6993626   0.45975292 -0.96110725 -0.55082124 -0.71534944
  0.7885447  -0.95429444  0.21920185 -0.43260562 -0.22964369 -0.09619579
 -0.79600424 -0.3672835   0.06660637 -0.89484537]"
20180924-150041,"[0.00097752 0.00391007 0.02639296 0.54349951 0.01564027 0.05083089
 0.         0.         0.00391007 0.00195503 0.02639296 0.54349951
 0.00097752 0.00977517 0.0058651  0.01955034 0.00391007 0.00195503
 0.02248289 0.50048876 0.0058651  0.02932551 0.00782014 0.00977517
 0.00293255 0.00097752 0.02248289 0.50048876 0.0058651  0.02932551
 0.00782014 0.00977517 0.00293255 0.00097752 0.02248289 0.50048876
 0.0058651  0.02932551 0.00782014 0.00977517]",2.9941348973607034,"[-0.08763014  0.0343684   0.06695474 -0.00687576 -0.04450202 -0.00950054
 -0.02823101 -0.01309702 -0.03000268 -0.00505943  0.01613756  0.05836211
 -0.00722308  0.01643411  0.02580591 -0.05825396  0.04414919 -0.00724635
 -0.02684492 -0.03484992  0.00899308 -0.08803105  0.01503765 -0.03985459
 -0.06877469 -0.00947241 -0.04448552 -0.03832369 -0.05712987  0.05444853
 -0.02236731 -0.00230154 -0.01958639 -0.04879534  0.0677078  -0.04324279
 -0.013882    0.00209188  0.04252708 -0.01222554 -0.008128   -0.00681689
 -0.00490828 -0.04766756 -0.02015799  0.00827277  0.01338512 -0.06823837
 -0.00590332 -0.05258913 -0.00015395 -0.00596862 -0.07495943  0.05831982
  0.01887642  0.01293763  0.0686371   0.03766662 -0.0362706   0.03523419
  0.00815984 -0.04286177  0.04330225  0.01405775]"
20180924-150042,"[0.00293255 0.00097752 0.02248289 0.50048876 0.0058651  0.02932551
 0.00782014 0.00977517 0.00293255 0.00097752 0.02248289 0.50048876
 0.0058651  0.02932551 0.00782014 0.00977517 0.00293255 0.00097752
 0.02248289 0.50048876 0.0058651  0.02932551 0.00782014 0.00977517
 0.00293255 0.00097752 0.02248289 0.50048876 0.0058651  0.02932551
 0.00782014 0.00977517 0.00097752 0.00097752 0.02443793 0.53665689
 0.01075269 0.09286413 0.01466276 0.01955034]",3.019550342130987,"[ 0.5390736   0.49320084  0.9442192  -0.9027607  -0.43396947  0.07370859
 -0.90369684  0.6337393   0.5429708  -0.48026684  0.7927541   0.71771914
  0.7663549   0.46597776  0.99814934  0.12693357  0.90746033 -0.538551
 -0.42712948  0.8437932   0.65777385  0.06630263 -0.40240458  0.15994416
 -0.90747637  0.8690369   0.12819357  0.9819749  -0.76934373 -0.05333927
 -0.32445848 -0.63016963 -0.37626088 -0.96788794 -0.41585994 -0.5714721
 -0.06310454 -0.55690205  0.2186861   0.29122847  0.48728696 -0.9817257
  0.16454363 -0.7391383   0.33514026  0.9130009   0.7992132   0.8136837
  0.01035035 -0.9431439  -0.00920642  0.2684233   0.5374265  -0.9386833
  0.86329246 -0.525308   -0.8473465  -0.79062414  0.39825958 -0.6788175
  0.95669186 -0.14870186  0.7564178  -0.21552904]"
20180924-150042,"[0.00097752 0.00097752 0.02737048 0.5542522  0.00488759 0.07820137
 0.01270772 0.02150538 0.00782014 0.00977517 0.02737048 0.5542522
 0.01564027 0.11534702 0.01857283 0.         0.00782014 0.00977517
 0.01759531 0.52883675 0.01564027 0.11534702 0.00488759 0.00391007
 0.00782014 0.00977517 0.01759531 0.52883675 0.01564027 0.11534702
 0.00488759 0.00391007 0.00782014 0.00977517 0.01759531 0.52883675
 0.01564027 0.11534702 0.00488759 0.00391007]",3.5610948191593343,"[-0.0879139   0.03710344  0.080764    0.00165819 -0.0467911  -0.02070515
 -0.03297827 -0.0186852  -0.04559715 -0.01581313  0.01896709  0.05878961
 -0.00478412  0.02239257  0.02791738 -0.06007744  0.04516381 -0.01948552
 -0.01654574 -0.04124977  0.01300104 -0.09679978  0.00612027 -0.04465019
 -0.07450958 -0.00998569 -0.05089039 -0.03733142 -0.05409657  0.06943451
 -0.02754523 -0.00584232 -0.03930517 -0.05312434  0.0618519  -0.05358818
 -0.00968558  0.0098557   0.05975756 -0.01680311 -0.0246722  -0.01214917
 -0.00422182 -0.05162967 -0.00869656  0.01841979  0.01204303 -0.08268913
 -0.00606519 -0.05595667  0.0095457  -0.0176631  -0.08824487  0.06669798
  0.02228761  0.02093693  0.08146342  0.03435093 -0.04322026  0.04003591
  0.00252282 -0.0500452   0.04003268  0.00992074]"
20180924-150043,"[0.00782014 0.00977517 0.01759531 0.52883675 0.01564027 0.11534702
 0.00488759 0.00391007 0.00782014 0.00977517 0.01759531 0.52883675
 0.01564027 0.11534702 0.00488759 0.00391007 0.00782014 0.00977517
 0.01759531 0.52883675 0.01564027 0.11534702 0.00488759 0.00391007
 0.00782014 0.00977517 0.01759531 0.52883675 0.01564027 0.11534702
 0.00488759 0.00391007 0.00782014 0.00097752 0.02346041 0.50439883
 0.00195503 0.09286413 0.01368524 0.028348  ]",3.4887585532746814,"[-8.56840372e-01  1.86812147e-01 -6.33544505e-01  5.46905875e-01
 -4.72828269e-01 -8.08069944e-01  1.11032911e-01  9.60076034e-01
 -3.47973317e-01 -6.49217963e-01 -4.16763097e-01 -4.34811376e-02
  4.93155271e-01 -4.46530879e-01 -7.71430016e-01 -6.85816288e-01
  9.37428355e-01  1.04080275e-01 -7.77855933e-01  7.64939725e-01
 -2.15027645e-01  3.59777093e-01  3.69120419e-01  8.54627267e-02
  3.20168465e-01 -2.24734306e-01  6.69296324e-01  7.25183070e-01
 -1.09692791e-03  4.66485620e-01  9.23838496e-01 -2.27143332e-01
  7.39706218e-01  1.14716314e-01  6.94614530e-01  4.94530559e-01
  7.64669776e-01 -6.04677975e-01 -4.70658690e-02  6.12415135e-01
 -6.30286157e-01  5.62552571e-01  2.12556690e-01  9.18030024e-01
 -2.92629361e-01 -7.65327275e-01  6.94987774e-01 -8.28050554e-01
  6.60477090e-04 -8.28478277e-01  2.54502475e-01  6.36064529e-01
  2.93252468e-01 -3.45213339e-02  4.87785459e-01 -9.45889175e-01
  5.87326586e-01  1.37278512e-01  4.06427443e-01  3.29485416e-01
 -7.63722241e-01 -7.97827840e-01 -7.70396054e-01  5.64149559e-01]"
